"CALC_FOR_STATE_ACCT","Gradespan","DISTRICT","distname","COUNTY","cntyname","REGION","regnname","DIST_ALLN","DIST_ALLR","DIST_ALLD","DIST_MALN","DIST_MALR","DIST_MALD","DIST_FEMN","DIST_FEMR","DIST_FEMD","DIST_AAN","DIST_AAR","DIST_AAD","DIST_ASN","DIST_ASR","DIST_ASD","DIST_HSN","DIST_HSR","DIST_HSD","DIST_NAN","DIST_NAR","DIST_NAD","DIST_WHN","DIST_WHR","DIST_WHD","DIST_PIN","DIST_PIR","DIST_PID","DIST_MUN","DIST_MUR","DIST_MUD","DIST_ATRN","DIST_ATRR","DIST_ATRD","DIST_BEN","DIST_BER","DIST_BED","DIST_TTLN","DIST_TTLR","DIST_TTLD","DIST_CTEN","DIST_CTER","DIST_CTED","DIST_ECNN","DIST_ECNR","DIST_ECND","DIST_GFTN","DIST_GFTR","DIST_GFTD","DIST_IMMN","DIST_IMMR","DIST_IMMD","DIST_LEPN","DIST_LEPR","DIST_LEPD","DIST_MIGN","DIST_MIGR","DIST_MIGD","DIST_OVRN","DIST_OVRR","DIST_OVRD","DIST_SPEN","DIST_SPER","DIST_SPED"
"Yes","712","129901","Crandall ISD","129","Kaufman County","10","Richardson","-","0.1","<1,600","-","0.0","<800","-","0.3","<800","0","0.0","152","0","0.0","13","-","0.4","<300","0","0.0","6","-","0.1","<1,100",".",".",".","0","0.0","24","-","0.2","<700","0","0.0","20","0","0.0","7","0","0.0","274","-","0.2","<600","0","0.0","46","0","0.0","5","0","0.0","23",".",".",".","0","0.0","341","0","0.0","144"
"No","78","129901","Crandall ISD","129","Kaufman County","10","Richardson","0","0.0","535","0","0.0","277","0","0.0","258","0","0.0","52","0","0.0","6","0","0.0","102","0","0.0","1","0","0.0","361",".",".",".","0","0.0","13","0","0.0","232","0","0.0","11","0","0.0","1",".",".",".","0","0.0","226","0","0.0","25",".",".",".","0","0.0","13",".",".",".","0","0.0","125","0","0.0","48"
"Yes","78","129901","Crandall ISD","129","Kaufman County","10","Richardson","0","0.0","535","0","0.0","277","0","0.0","258","0","0.0","52","0","0.0","6","0","0.0","102","0","0.0","1","0","0.0","361",".",".",".","0","0.0","13","0","0.0","232","0","0.0","11","0","0.0","1",".",".",".","0","0.0","226","0","0.0","25",".",".",".","0","0.0","13",".",".",".","0","0.0","125","0","0.0","48"
"No","912","129901","Crandall ISD","129","Kaufman County","10","Richardson","-","0.2","<1,000","-","0.0","<600","-","0.4","<500","0","0.0","100","0","0.0","7","-","0.7","<200","0","0.0","5","-","0.1","<700",".",".",".","0","0.0","11","-","0.3","<400","0","0.0","9","0","0.0","6","0","0.0","274","-","0.3","<400","0","0.0","21","0","0.0","5","0","0.0","10",".",".",".","0","0.0","216","0","0.0","96"
"Yes","912","129901","Crandall ISD","129","Kaufman County","10","Richardson","-","0.2","<1,000","-","0.0","<600","-","0.4","<500","0","0.0","100","0","0.0","7","-","0.7","<200","0","0.0","5","-","0.1","<700",".",".",".","0","0.0","11","-","0.3","<400","0","0.0","9","0","0.0","6","0","0.0","274","-","0.3","<400","0","0.0","21","0","0.0","5","0","0.0","10",".",".",".","0","0.0","216","0","0.0","96"
"No","712","129902","Forney ISD","129","Kaufman County","10","Richardson","19","0.5","4,152","-","0.5","<2,200","-","0.4","<2,100","-","0.6","<500","0","0.0","67","-","0.6","<1,000","-","3.2","<100","-","0.4","<2,600","0","0.0","5","0","0.0","91","-","0.9","<1,300","-","2.2","<100",".",".",".","-","0.4","<2,100","-","0.7","<1,100","-","0.4","<300","-","25.0","<100","-","1.8","<100",".",".",".","-","2.2","<700","-","0.9","<400"
"Yes","712","129902","Forney ISD","129","Kaufman County","10","Richardson","17","0.4","4,148","-","0.4","<2,200","-","0.4","<2,100","-","0.4","<500","0","0.0","67","-","0.6","<1,000","-","3.2","<100","-","0.4","<2,600","0","0.0","5","0","0.0","91","-","0.7","<1,300","-","2.2","<100",".",".",".","-","0.3","<2,100","-","0.6","<1,100","-","0.4","<300","-","25.0","<100","-","1.8","<100",".",".",".","-","2.0","<700","-","0.9","<400"
"No","78","129902","Forney ISD","129","Kaufman County","10","Richardson","-","0.3","<1,500","-","0.4","<800","-","0.3","<800","0","0.0","170","0","0.0","23","-","1.0","<400","0","0.0","13","-","0.2","<1,000","0","0.0","3","0","0.0","37","-","0.6","<400","-","4.8","<100",".",".",".",".",".",".","-","0.9","<500","-","1.0","<100","-","100.0","<100","-","3.8","<100",".",".",".","-","1.0","<200","-","0.9","<200"
"Yes","78","129902","Forney ISD","129","Kaufman County","10","Richardson","-","0.3","<1,500","-","0.4","<800","-","0.3","<800","0","0.0","170","0","0.0","23","-","1.0","<400","0","0.0","13","-","0.2","<1,000","0","0.0","3","0","0.0","37","-","0.6","<400","-","4.8","<100",".",".",".",".",".",".","-","0.9","<500","-","1.0","<100","-","100.0","<100","-","3.8","<100",".",".",".","-","1.0","<200","-","0.9","<200"
"No","912","129902","Forney ISD","129","Kaufman County","10","Richardson","-","0.5","<2,700","-","0.5","<1,400","-","0.5","<1,300","-","0.9","<400","0","0.0","44","-","0.3","<700","-","5.6","<100","-","0.5","<1,700","0","0.0","2","0","0.0","54","-","1.0","<900","0","0.0","25",".",".",".","-","0.4","<2,100","-","0.6","<700","0","0.0","153","0","0.0","3","0","0.0","30",".",".",".","-","2.7","<500","-","1.0","<300"
"Yes","912","129902","Forney ISD","129","Kaufman County","10","Richardson","-","0.5","<2,700","-","0.4","<1,400","-","0.5","<1,300","-","0.6","<400","0","0.0","44","-","0.3","<700","-","5.6","<100","-","0.4","<1,700","0","0.0","2","0","0.0","54","-","0.8","<900","0","0.0","25",".",".",".","-","0.3","<2,100","-","0.5","<700","0","0.0","153","0","0.0","3","0","0.0","30",".",".",".","-","2.5","<500","-","1.0","<300"
"No","712","129903","Kaufman ISD","129","Kaufman County","10","Richardson","15","0.9","<1,800","-","0.9","<900","-","0.8","<900","-","0.9","<200","0","0.0","16","-","1.6","<700","0","0.0","16","-","0.4","<1,000",".",".",".","0","0.0","22","-","0.8","<700","-","5.2","<100",".",".",".","-","1.6","<700","-","1.1","<1,100","0","0.0","106","0","0.0","16","-","6.2","<100",".",".",".","-","2.8","<500","0","0.0","201"
"Yes","712","129903","Kaufman ISD","129","Kaufman County","10","Richardson","-","0.8","<1,800","-","0.9","<900","-","0.6","<900","-","0.9","<200","0","0.0","16","-","1.4","<700","0","0.0","16","-","0.3","<1,000",".",".",".","0","0.0","22","-","0.8","<700","-","5.2","<100",".",".",".","-","1.5","<700","-","1.0","<1,100","0","0.0","106","0","0.0","16","-","6.2","<100",".",".",".","-","2.4","<500","0","0.0","201"
"No","78","129903","Kaufman ISD","129","Kaufman County","10","Richardson","-","0.3","<700","-","0.3","<400","-","0.3","<400","0","0.0","38","0","0.0","6","-","0.4","<300","0","0.0","4","-","0.3","<400",".",".",".","0","0.0","7","0","0.0","272","0","0.0","35",".",".",".",".",".",".","-","0.5","<400","0","0.0","31","0","0.0","5","0","0.0","37",".",".",".","-","1.3","<200","0","0.0","73"
"Yes","78","129903","Kaufman ISD","129","Kaufman County","10","Richardson","-","0.3","<700","-","0.3","<400","-","0.3","<400","0","0.0","38","0","0.0","6","-","0.4","<300","0","0.0","4","-","0.3","<400",".",".",".","0","0.0","7","0","0.0","272","0","0.0","35",".",".",".",".",".",".","-","0.5","<400","0","0.0","31","0","0.0","5","0","0.0","37",".",".",".","-","1.3","<200","0","0.0","73"
"No","912","129903","Kaufman ISD","129","Kaufman County","10","Richardson","-","1.2","<1,200","-","1.2","<600","-","1.1","<600","-","1.4","<100","0","0.0","10","-","2.3","<400","0","0.0","12","-","0.5","<700",".",".",".","0","0.0","15","-","1.3","<400","-","13.0","<100",".",".",".","-","1.6","<700","-","1.4","<700","0","0.0","75","0","0.0","11","-","14.3","<100",".",".",".","-","3.6","<400","0","0.0","128"
"Yes","912","129903","Kaufman ISD","129","Kaufman County","10","Richardson","-","1.0","<1,200","-","1.2","<600","-","0.8","<600","-","1.4","<100","0","0.0","10","-","2.0","<400","0","0.0","12","-","0.3","<700",".",".",".","0","0.0","15","-","1.3","<400","-","13.0","<100",".",".",".","-","1.5","<700","-","1.2","<700","0","0.0","75","0","0.0","11","-","14.3","<100",".",".",".","-","3.0","<400","0","0.0","128"
"No","712","129904","Kemp ISD","129","Kaufman County","10","Richardson","-","1.0","<700","-","0.8","<400","-","1.2","<400","0","0.0","25","0","0.0","1","-","1.6","<200","0","0.0","5","-","0.9","<600",".",".",".","0","0.0","10","-","1.1","<400","0","0.0","16","-","0.7","<700","0","0.0","54","-","0.9","<500","0","0.0","41","0","0.0","3","0","0.0","22","0","0.0","3","-","2.3","<300","0","0.0","95"
"Yes","712","129904","Kemp ISD","129","Kaufman County","10","Richardson","-","0.9","<700","-","0.8","<400","-","0.9","<400","0","0.0","25","0","0.0","1","-","0.8","<200","0","0.0","5","-","0.9","<600",".",".",".","0","0.0","10","-","0.8","<400","0","0.0","16","-","0.6","<700","0","0.0","54","-","0.7","<500","0","0.0","41","0","0.0","3","0","0.0","22","0","0.0","3","-","2.3","<300","0","0.0","95"
"No","78","129904","Kemp ISD","129","Kaufman County","10","Richardson","0","0.0","274","0","0.0","158","0","0.0","116","0","0.0","12",".",".",".","0","0.0","43","0","0.0","1","0","0.0","215",".",".",".","0","0.0","3","0","0.0","143","0","0.0","6","0","0.0","274",".",".",".","0","0.0","187","0","0.0","13",".",".",".","0","0.0","10",".",".",".","0","0.0","91","0","0.0","43"
"Yes","78","129904","Kemp ISD","129","Kaufman County","10","Richardson","0","0.0","273","0","0.0","157","0","0.0","116","0","0.0","12",".",".",".","0","0.0","43","0","0.0","1","0","0.0","214",".",".",".","0","0.0","3","0","0.0","143","0","0.0","6","0","0.0","273",".",".",".","0","0.0","186","0","0.0","13",".",".",".","0","0.0","10",".",".",".","0","0.0","90","0","0.0","43"
"No","912","129904","Kemp ISD","129","Kaufman County","10","Richardson","-","1.6","<500","-","1.4","<300","-","1.9","<300","0","0.0","13","0","0.0","1","-","2.4","<100","0","0.0","4","-","1.6","<400",".",".",".","0","0.0","7","-","1.7","<300","0","0.0","10","-","1.2","<500","0","0.0","54","-","1.6","<300","0","0.0","28","0","0.0","3","0","0.0","12","0","0.0","3","-","3.8","<200","0","0.0","52"
"Yes","912","129904","Kemp ISD","129","Kaufman County","10","Richardson","-","1.4","<500","-","1.4","<300","-","1.5","<300","0","0.0","13","0","0.0","1","-","1.2","<100","0","0.0","4","-","1.6","<400",".",".",".","0","0.0","7","-","1.3","<300","0","0.0","10","-","0.9","<500","0","0.0","54","-","1.2","<300","0","0.0","28","0","0.0","3","0","0.0","12","0","0.0","3","-","3.9","<200","0","0.0","52"
"No","712","129905","Mabank ISD","129","Kaufman County","10","Richardson","19","1.1","1,677","-","1.0","<900","-","1.2","<900","0","0.0","16","0","0.0","10","-","0.9","<300","0","0.0","12","-","1.2","<1,400",".",".",".","0","0.0","53","-","1.7","<800","0","0.0","5","17","1.0","<1,700","-","1.2","<800","-","0.9","<1,000","0","0.0","193",".",".",".","0","0.0","6",".",".",".","-","2.7","<500","-","2.1","<200"
"Yes","712","129905","Mabank ISD","129","Kaufman County","10","Richardson","16","1.0","1,671","-","0.8","<900","-","1.1","<900","0","0.0","16","0","0.0","10","-","0.9","<300","0","0.0","12","-","1.0","<1,400",".",".",".","0","0.0","52","-","1.3","<800","0","0.0","5","-","0.8","<1,700","-","1.0","<800","-","0.7","<1,000","0","0.0","193",".",".",".","0","0.0","6",".",".",".","-","2.2","<500","-","2.1","<200"
"No","78","129905","Mabank ISD","129","Kaufman County","10","Richardson","0","0.0","596","0","0.0","311","0","0.0","285","0","0.0","7","0","0.0","3","0","0.0","69","0","0.0","5","0","0.0","493",".",".",".","0","0.0","19","0","0.0","237","0","0.0","2","0","0.0","596",".",".",".","0","0.0","369","0","0.0","80",".",".",".","0","0.0","3",".",".",".","0","0.0","150","0","0.0","65"
"Yes","78","129905","Mabank ISD","129","Kaufman County","10","Richardson","0","0.0","596","0","0.0","311","0","0.0","285","0","0.0","7","0","0.0","3","0","0.0","69","0","0.0","5","0","0.0","493",".",".",".","0","0.0","19","0","0.0","237","0","0.0","2","0","0.0","596",".",".",".","0","0.0","369","0","0.0","80",".",".",".","0","0.0","3",".",".",".","0","0.0","150","0","0.0","65"
"No","912","129905","Mabank ISD","129","Kaufman County","10","Richardson","19","1.8","1,081","-","1.6","<600","-","1.9","<600","0","0.0","9","0","0.0","7","-","1.3","<200","0","0.0","7","-","1.9","<900",".",".",".","0","0.0","34","-","2.5","<600","0","0.0","3","17","1.6","<1,100","-","1.2","<800","-","1.4","<700","0","0.0","113",".",".",".","0","0.0","3",".",".",".","-","4.3","<300","-","3.3","<200"
"Yes","912","129905","Mabank ISD","129","Kaufman County","10","Richardson","16","1.5","1,075","-","1.3","<600","-","1.7","<600","0","0.0","9","0","0.0","7","-","1.3","<200","0","0.0","7","-","1.6","<900",".",".",".","0","0.0","33","-","2.0","<600","0","0.0","3","-","1.3","<1,100","-","1.0","<800","-","1.1","<700","0","0.0","113",".",".",".","0","0.0","3",".",".",".","-","3.6","<300","-","3.3","<200"
"No","712","129906","Terrell ISD","129","Kaufman County","10","Richardson","48","2.6","1,849","23","2.4","964","25","2.8","885","-","2.7","<500","-","4.0","<100","23","3.0","764","0","0.0","9","-","2.0","<700","0","0.0","2","-","2.8","<100","21","2.1","993","-","4.1","<200","0","0.0","2","-","0.9","<700","23","1.8","1,270","-","0.7","<200","-","11.1","<100","-","5.6","<200","0","0.0","2","42","8.4","498","-","2.5","<300"
"Yes","712","129906","Terrell ISD","129","Kaufman County","10","Richardson","37","2.0","1,829","19","2.0","957","18","2.1","872","-","2.0","<500","-","4.0","<100","19","2.5","753","0","0.0","9","-","1.5","<700","0","0.0","2","0","0.0","<100","18","1.8","984","-","3.4","<200","0","0.0","2","-","0.7","<700","20","1.6","1,264","-","0.7","<200","-","5.9","<100","-","5.0","<200","0","0.0","2","31","6.5","479","-","2.0","<300"
"No","78","129906","Terrell ISD","129","Kaufman County","10","Richardson","-","0.5","<700","-","0.6","<400","-","0.3","<400","-","0.8","<200","0","0.0","6","-","0.3","<400","0","0.0","5","-","0.5","<200","0","0.0","1","0","0.0","11","-","0.3","<400","-","1.1","<100","0","0.0","2",".",".",".","0","0.0","483","0","0.0","61","0","0.0","5","-","1.0","<100","0","0.0","1","-","0.8","<200","-","3.0","<100"
"Yes","78","129906","Terrell ISD","129","Kaufman County","10","Richardson","-","0.5","<700","-","0.6","<400","-","0.3","<400","-","0.8","<200","0","0.0","6","-","0.3","<400","0","0.0","5","-","0.5","<200","0","0.0","1","0","0.0","11","-","0.3","<400","-","1.1","<100","0","0.0","2",".",".",".","0","0.0","483","0","0.0","61","0","0.0","5","-","1.0","<100","0","0.0","1","-","0.8","<200","-","3.0","<100"
"No","912","129906","Terrell ISD","129","Kaufman County","10","Richardson","-","3.8","<1,200","-","3.3","<700","-","4.3","<600","-","3.6","<300","-","5.3","<100","-","4.8","<500","0","0.0","4","-","2.7","<500","0","0.0","1","-","4.0","<100","-","3.1","<700","-","9.1","<100",".",".",".","-","0.9","<700","23","2.9","787","-","1.1","<100","-","15.4","<100","-","12.1","<100","0","0.0","1","-","10.8","<400","-","2.2","<200"
"Yes","912","129906","Terrell ISD","129","Kaufman County","10","Richardson","-","2.9","<1,200","-","2.7","<700","-","3.1","<600","-","2.6","<300","-","5.3","<100","-","4.1","<500","0","0.0","4","-","2.0","<500","0","0.0","1","0","0.0","<100","-","2.7","<700","-","7.4","<100",".",".",".","-","0.7","<700","20","2.6","781","-","1.1","<100","-","8.3","<100","-","10.8","<100","0","0.0","1","-","8.3","<400","-","1.5","<200"
"No","712","129910","Scurry-Rosser ISD","129","Kaufman County","10","Richardson","-","0.8","<600","-","0.0","<300","-","1.6","<300","0","0.0","25","0","0.0","1","0","0.0","51","0","0.0","6","-","0.9","<500",".",".",".","0","0.0","6","-","1.3","<200","0","0.0","4",".",".",".","-","0.8","<300","-","0.5","<300","0","0.0","20",".",".",".","0","0.0","5",".",".",".","-","3.3","<200","0","0.0","57"
"Yes","712","129910","Scurry-Rosser ISD","129","Kaufman County","10","Richardson","-","0.6","<600","-","0.0","<300","-","1.2","<300","0","0.0","25","0","0.0","1","0","0.0","51","0","0.0","6","-","0.7","<500",".",".",".","0","0.0","6","-","0.7","<200","0","0.0","4",".",".",".","-","0.4","<300","-","0.5","<300","0","0.0","20",".",".",".","0","0.0","5",".",".",".","-","2.5","<200","0","0.0","56"
"No","78","129910","Scurry-Rosser ISD","129","Kaufman County","10","Richardson","0","0.0","181","0","0.0","94","0","0.0","87","0","0.0","7",".",".",".","0","0.0","22","0","0.0","2","0","0.0","149",".",".",".","0","0.0","1","0","0.0","57","0","0.0","2",".",".",".",".",".",".","0","0.0","78","0","0.0","4",".",".",".","0","0.0","3",".",".",".","0","0.0","46","0","0.0","24"
"Yes","78","129910","Scurry-Rosser ISD","129","Kaufman County","10","Richardson","0","0.0","181","0","0.0","94","0","0.0","87","0","0.0","7",".",".",".","0","0.0","22","0","0.0","2","0","0.0","149",".",".",".","0","0.0","1","0","0.0","57","0","0.0","2",".",".",".",".",".",".","0","0.0","78","0","0.0","4",".",".",".","0","0.0","3",".",".",".","0","0.0","46","0","0.0","24"
"No","912","129910","Scurry-Rosser ISD","129","Kaufman County","10","Richardson","-","1.2","<400","-","0.0","<200","-","2.4","<200","0","0.0","18","0","0.0","1","0","0.0","29","0","0.0","4","-","1.4","<300",".",".",".","0","0.0","5","-","2.1","<100","0","0.0","2",".",".",".","-","0.8","<300","-","0.7","<200","0","0.0","16",".",".",".","0","0.0","2",".",".",".","-","5.3","<100","0","0.0","33"
"Yes","912","129910","Scurry-Rosser ISD","129","Kaufman County","10","Richardson","-","0.9","<400","-","0.0","<200","-","1.8","<200","0","0.0","18","0","0.0","1","0","0.0","29","0","0.0","4","-","1.1","<300",".",".",".","0","0.0","5","-","1.1","<100","0","0.0","2",".",".",".","-","0.4","<300","-","0.7","<200","0","0.0","16",".",".",".","0","0.0","2",".",".",".","-","4.1","<100","0","0.0","32"
"No","712","130801","Meadowland Charter School","130","Kendall County","20","San Antonio","-","2.0","<100","-","3.0","<100","-","0.0","<100",".",".",".",".",".",".","0","0.0","22",".",".",".","-","3.7","<100",".",".",".","0","0.0","1","0","0.0","28",".",".",".","-","2.0","<100",".",".",".","-","2.6","<100",".",".",".",".",".",".",".",".",".",".",".",".","-","4.3","<100","0","0.0","8"
"Yes","712","130801","Meadowland Charter School","130","Kendall County","20","San Antonio","-","2.1","<100","-","3.1","<100","-","0.0","<100",".",".",".",".",".",".","0","0.0","22",".",".",".","-","4.0","<100",".",".",".","0","0.0","1","0","0.0","26",".",".",".","-","2.1","<100",".",".",".","-","2.7","<100",".",".",".",".",".",".",".",".",".",".",".",".","-","4.5","<100","0","0.0","7"
"No","912","130801","Meadowland Charter School","130","Kendall County","20","San Antonio","-","2.0","<100","-","3.0","<100","-","0.0","<100",".",".",".",".",".",".","0","0.0","22",".",".",".","-","3.7","<100",".",".",".","0","0.0","1","0","0.0","28",".",".",".","-","2.0","<100",".",".",".","-","2.6","<100",".",".",".",".",".",".",".",".",".",".",".",".","-","4.3","<100","0","0.0","8"
"Yes","912","130801","Meadowland Charter School","130","Kendall County","20","San Antonio","-","2.1","<100","-","3.1","<100","-","0.0","<100",".",".",".",".",".",".","0","0.0","22",".",".",".","-","4.0","<100",".",".",".","0","0.0","1","0","0.0","26",".",".",".","-","2.1","<100",".",".",".","-","2.7","<100",".",".",".",".",".",".",".",".",".",".",".",".","-","4.5","<100","0","0.0","7"
"No","712","130901","Boerne ISD","130","Kendall County","20","San Antonio","-","0.1","<3,800","-","0.2","<2,000","-","0.0","<1,800","0","0.0","14","0","0.0","32","-","0.2","<1,100","0","0.0","18","-","0.1","<2,600","0","0.0","6","0","0.0","68","-","0.4","<1,200","0","0.0","33",".",".",".","-","0.4","<600","-","0.3","<700","0","0.0","204","0","0.0","25","0","0.0","43","0","0.0","2","-","0.6","<800","-","0.4","<300"
"Yes","712","130901","Boerne ISD","130","Kendall County","20","San Antonio","-","0.1","<3,800","-","0.2","<2,000","-","0.0","<1,800","0","0.0","14","0","0.0","32","-","0.2","<1,000","0","0.0","18","-","0.1","<2,600","0","0.0","6","0","0.0","67","-","0.4","<1,200","0","0.0","33",".",".",".","-","0.4","<600","-","0.3","<700","0","0.0","204","0","0.0","25","0","0.0","42","0","0.0","2","-","0.6","<800","-","0.4","<300"
"No","78","130901","Boerne ISD","130","Kendall County","20","San Antonio","0","0.0","1,268","0","0.0","671","0","0.0","597","0","0.0","2","0","0.0","6","0","0.0","346","0","0.0","4","0","0.0","893","0","0.0","1","0","0.0","16","0","0.0","317","0","0.0","13",".",".",".",".",".",".","0","0.0","227","0","0.0","75","0","0.0","5","0","0.0","20","0","0.0","1","0","0.0","239","0","0.0","76"
"Yes","78","130901","Boerne ISD","130","Kendall County","20","San Antonio","0","0.0","1,268","0","0.0","671","0","0.0","597","0","0.0","2","0","0.0","6","0","0.0","346","0","0.0","4","0","0.0","893","0","0.0","1","0","0.0","16","0","0.0","317","0","0.0","13",".",".",".",".",".",".","0","0.0","227","0","0.0","75","0","0.0","5","0","0.0","20","0","0.0","1","0","0.0","239","0","0.0","76"
"No","912","130901","Boerne ISD","130","Kendall County","20","San Antonio","-","0.2","<2,500","-","0.3","<1,300","-","0.0","<1,200","0","0.0","12","0","0.0","26","-","0.3","<700","0","0.0","14","-","0.1","<1,800","0","0.0","5","0","0.0","52","-","0.5","<800","0","0.0","20",".",".",".","-","0.4","<600","-","0.5","<400","0","0.0","129","0","0.0","20","0","0.0","23","0","0.0","1","-","0.9","<500","-","0.6","<200"
"Yes","912","130901","Boerne ISD","130","Kendall County","20","San Antonio","-","0.2","<2,500","-","0.3","<1,300","-","0.0","<1,200","0","0.0","12","0","0.0","26","-","0.3","<700","0","0.0","14","-","0.1","<1,800","0","0.0","5","0","0.0","51","-","0.5","<800","0","0.0","20",".",".",".","-","0.4","<600","-","0.5","<400","0","0.0","129","0","0.0","20","0","0.0","22","0","0.0","1","-","0.9","<500","-","0.6","<200"
"No","712","130902","Comfort ISD","130","Kendall County","13","Austin","-","0.4","<600","-","0.4","<300","-","0.4","<300","0","0.0","2","0","0.0","1","-","0.4","<300","0","0.0","1","-","0.5","<300",".",".",".","0","0.0","12","0","0.0","226","0","0.0","25","-","0.4","<600","0","0.0","331","-","0.4","<300","0","0.0","65","0","0.0","9","0","0.0","36","0","0.0","4","-","1.5","<200","-","1.3","<100"
"Yes","712","130902","Comfort ISD","130","Kendall County","13","Austin","-","0.4","<600","-","0.4","<300","-","0.4","<300","0","0.0","2","0","0.0","1","-","0.4","<300","0","0.0","1","-","0.5","<300",".",".",".","0","0.0","12","0","0.0","226","0","0.0","25","-","0.4","<600","0","0.0","331","-","0.4","<300","0","0.0","65","0","0.0","9","0","0.0","36","0","0.0","4","-","1.5","<200","-","1.3","<100"
"No","78","130902","Comfort ISD","130","Kendall County","13","Austin","0","0.0","172","0","0.0","87","0","0.0","85","0","0.0","1",".",".",".","0","0.0","92",".",".",".","0","0.0","75",".",".",".","0","0.0","4","0","0.0","70","0","0.0","6","0","0.0","172",".",".",".","0","0.0","85","0","0.0","13","0","0.0","6","0","0.0","8","0","0.0","2","0","0.0","38","0","0.0","27"
"Yes","78","130902","Comfort ISD","130","Kendall County","13","Austin","0","0.0","172","0","0.0","87","0","0.0","85","0","0.0","1",".",".",".","0","0.0","92",".",".",".","0","0.0","75",".",".",".","0","0.0","4","0","0.0","70","0","0.0","6","0","0.0","172",".",".",".","0","0.0","85","0","0.0","13","0","0.0","6","0","0.0","8","0","0.0","2","0","0.0","38","0","0.0","27"
"No","912","130902","Comfort ISD","130","Kendall County","13","Austin","-","0.6","<400","-","0.5","<200","-","0.7","<200","0","0.0","1","0","0.0","1","-","0.5","<200","0","0.0","1","-","0.7","<200",".",".",".","0","0.0","8","0","0.0","156","0","0.0","19","-","0.6","<400","0","0.0","331","-","0.6","<200","0","0.0","52","0","0.0","3","0","0.0","28","0","0.0","2","-","2.1","<100","-","2.1","<100"
"Yes","912","130902","Comfort ISD","130","Kendall County","13","Austin","-","0.6","<400","-","0.5","<200","-","0.7","<200","0","0.0","1","0","0.0","1","-","0.5","<200","0","0.0","1","-","0.7","<200",".",".",".","0","0.0","8","0","0.0","156","0","0.0","19","-","0.6","<400","0","0.0","331","-","0.6","<200","0","0.0","52","0","0.0","3","0","0.0","28","0","0.0","2","-","2.1","<100","-","2.1","<100"
"No","712","132902","Jayton-Girard ISD","132","Kent County","17","Lubbock","0","0.0","76","0","0.0","34","0","0.0","42",".",".",".",".",".",".","0","0.0","16",".",".",".","0","0.0","59",".",".",".","0","0.0","1","0","0.0","23",".",".",".","0","0.0","76","0","0.0","45","0","0.0","32","0","0.0","2",".",".",".",".",".",".",".",".",".","0","0.0","16","0","0.0","8"
"Yes","712","132902","Jayton-Girard ISD","132","Kent County","17","Lubbock","0","0.0","76","0","0.0","34","0","0.0","42",".",".",".",".",".",".","0","0.0","16",".",".",".","0","0.0","59",".",".",".","0","0.0","1","0","0.0","23",".",".",".","0","0.0","76","0","0.0","45","0","0.0","32","0","0.0","2",".",".",".",".",".",".",".",".",".","0","0.0","16","0","0.0","8"
"No","78","132902","Jayton-Girard ISD","132","Kent County","17","Lubbock","0","0.0","28","0","0.0","9","0","0.0","19",".",".",".",".",".",".","0","0.0","8",".",".",".","0","0.0","19",".",".",".","0","0.0","1","0","0.0","8",".",".",".","0","0.0","28",".",".",".","0","0.0","12",".",".",".",".",".",".",".",".",".",".",".",".","0","0.0","5","0","0.0","2"
"Yes","78","132902","Jayton-Girard ISD","132","Kent County","17","Lubbock","0","0.0","28","0","0.0","9","0","0.0","19",".",".",".",".",".",".","0","0.0","8",".",".",".","0","0.0","19",".",".",".","0","0.0","1","0","0.0","8",".",".",".","0","0.0","28",".",".",".","0","0.0","12",".",".",".",".",".",".",".",".",".",".",".",".","0","0.0","5","0","0.0","2"
"No","912","132902","Jayton-Girard ISD","132","Kent County","17","Lubbock","0","0.0","48","0","0.0","25","0","0.0","23",".",".",".",".",".",".","0","0.0","8",".",".",".","0","0.0","40",".",".",".",".",".",".","0","0.0","15",".",".",".","0","0.0","48","0","0.0","45","0","0.0","20","0","0.0","2",".",".",".",".",".",".",".",".",".","0","0.0","11","0","0.0","6"
"Yes","912","132902","Jayton-Girard ISD","132","Kent County","17","Lubbock","0","0.0","48","0","0.0","25","0","0.0","23",".",".",".",".",".",".","0","0.0","8",".",".",".","0","0.0","40",".",".",".",".",".",".","0","0.0","15",".",".",".","0","0.0","48","0","0.0","45","0","0.0","20","0","0.0","2",".",".",".",".",".",".",".",".",".","0","0.0","11","0","0.0","6"
"No","712","133901","Center Point ISD","133","Kerr County","20","San Antonio","0","0.0","266","0","0.0","134","0","0.0","132","0","0.0","1",".",".",".","0","0.0","129","0","0.0","1","0","0.0","131",".",".",".","0","0.0","4","0","0.0","139","0","0.0","10","0","0.0","265","0","0.0","71","0","0.0","181","0","0.0","15","0","0.0","5","0","0.0","12",".",".",".","0","0.0","46","0","0.0","24"
"Yes","712","133901","Center Point ISD","133","Kerr County","20","San Antonio","0","0.0","266","0","0.0","134","0","0.0","132","0","0.0","1",".",".",".","0","0.0","129","0","0.0","1","0","0.0","131",".",".",".","0","0.0","4","0","0.0","139","0","0.0","10","0","0.0","265","0","0.0","71","0","0.0","181","0","0.0","15","0","0.0","5","0","0.0","12",".",".",".","0","0.0","46","0","0.0","24"
