District_Id,Year,Total_Revenue_All_Funds,Total_Revenue_General_Funds,Total_Federal_Revenue_All_Funds,Total_Federal_Revenue_General_Funds,Total_State_Revenue_All_Funds,Total_State_Revenue_General_Funds,Total_Local_Revenue_All_Funds,Total_Local_Revenue_General_Funds
119902,2007,13173208,10822712,463870,30240,2581582,2459659,7693658,7693658
119902,2008,13874636,11141672,450536,24095,4556884,4424015,5890036,5890036
119902,2009,13716147,10915719,513758,34420,3897473,3761666,6421315,6421315
119902,2010,14890958,10475539,993274,64429,3300415,3253783,6534403,6534403
119902,2011,15625107,10689790,1061196,215721,1864410,1817743,8023253,8023253
119902,2012,16787652,11015375,1050627,354217,650760,614427,9423515,9423515
119902,2013,24058492,11230499,868308,332749,2249452,2212711,7692305,7692305
119902,2014,26825649,11031325,947458,382773,1782702,1778011,8173928,8173928
119902,2015,27102854,10996420,826265,305367,1272222,1269431,8663521,8663521
119902,2016,17827389,11216300,1103988,535635,1250192,1121624,8829818,8829818
119902,2017,20521247,11726547,1065767,426086,3947091,3928251,6150994,6150994
119902,2018,21331058,11576435,1273214,560674,1830850,1739958,8379557,8379557
119902,2019,16139328,11063248,1375806,632845,2098919,1955686,7576137,7576137
119903,2005,3652985,3173604,247414,0,1602843,1547190,1106570,1106570
119903,2006,3703860,3180609,256771,0,1597882,1541265,1342110,1342110
119903,2007,4102767,3475289,253565,0,1626586,1567749,1531756,1531756
119903,2008,4281396,3565588,251661,0,1591018,1542164,1575253,1575253
119903,2009,4715134,4015772,231843,0,155195,106202,3630374,3630374
119903,2010,5534932,4493803,618875,0,118141,104768,4114823,4114823
119903,2011,4164262,3203025,405256,0,383831,369112,2587385,2587385
119903,2012,4736722,3640582,337994,0,786653,780348,2529969,2529969
119903,2013,4256370,3233124,232848,0,196809,167989,2744095,2744095
119903,2014,4040851,3062741,234344,0,134629,124970,2641595,2641595
119903,2015,4365913,3406945,218697,22197,226452,149701,2953174,2953174
119903,2016,7823661,4032827,251445,17424,190567,148342,3586447,3586447
119903,2017,4198989,3310857,279909,66025,853972,828746,2093591,2093591
119903,2018,4662974,3749373,291203,78983,509738,462161,2810045,2810045
119903,2019,4667917,3738206,336397,102850,421177,398682,2694436,2694436
120901,2005,13011096,9820112,1902598,15000,5045985,4772487,4285243,4285243
120901,2006,14106223,10585572,2121704,0,5523326,5246460,4581376,4581376
120901,2007,16946230,12569475,2165157,30252,5739677,5477418,6191397,6191397
120901,2008,17265429,12752138,2301348,87184,7758460,7438053,4391963,4391963
120901,2009,17610755,12950727,2359487,0,7627832,7334973,4764395,4764395
120901,2010,17521694,12711141,3194644,0,7391891,7312455,4526278,4526278
120901,2011,17193028,12543752,3042439,0,7450496,7383437,4218485,4218485
120901,2012,16926424,12582452,2431290,288024,7514076,7421225,4087775,4087775
120901,2013,18029962,13393536,2999243,933521,7740823,7608626,4155404,4155404
120901,2014,18707686,13837055,2158122,112250,7598168,7452041,5279778,5279778
120901,2015,26779620,14123494,2259827,55183,6657124,6496085,6383017,6383017
120901,2016,20286875,13600518,2396398,32715,7516933,7451987,4889548,4889548
120901,2017,18562101,13735623,2319265,53699,8228389,8095475,4447777,4447777
120901,2018,26305316,15078416,2401888,36257,8051486,7963354,5236092,5236092
120901,2019,20591416,15358027,2606656,364015,7894357,7656550,5391822,5391822
120902,2005,4653586,4012325,362138,0,2184299,2107781,1666726,1666726
120902,2006,5444705,4861488,297082,0,2788376,2710180,1864531,1864531
120902,2007,5899347,5303168,301311,0,3279474,3191825,1774547,1774547
120902,2008,6704059,5509989,641384,0,3703399,3628987,1467017,1467017
120902,2009,7107107,5395731,1050084,8,3648780,3488370,1607741,1607741
120902,2010,7039250,5220312,1320299,12708,3353589,3324301,1560640,1560640
120902,2011,7078470,5408787,1167964,6547,3414724,3389958,1713671,1713671
120902,2012,6529130,5585033,497909,0,3362953,3353116,1797860,1797860
120902,2013,6876016,5879550,450037,0,3604805,3573234,2041601,2041601
120902,2014,9072204,8385245,335327,0,4386875,4336334,3651651,3651651
120902,2015,10897084,9961981,337433,20990,4095804,3947371,5545321,5545321
120902,2016,11955107,7166980,414241,0,2720313,2599929,2355048,2355048
120902,2017,8724444,7150954,425901,0,4474134,4419889,2261658,2261658
120902,2018,10997690,8651939,404455,0,5975634,5922754,2207161,2207161
120902,2019,10744818,8339351,538693,106259,5365316,5259985,2295475,2295475
120905,2005,11903702,9391161,285039,1356,680121,572373,5999283,5999283
120905,2006,9918110,8030844,299330,0,715269,601137,6613184,6613184
120905,2007,10907126,8991912,295712,7167,1441888,1317313,6828573,6828573
120905,2008,11600106,9130772,340990,48592,2795310,2660777,5661654,5661654
120905,2009,11838138,9307125,343864,0,2456713,2327283,6343368,6343368
120905,2010,12274189,9352695,826076,0,3323097,3279578,5396009,5396009
120905,2011,12764595,9416271,1298580,14029,3433046,3393356,5247305,5247305
120905,2012,12004865,9461112,400205,37009,3023100,2916740,6000338,6000338
120905,2013,12250350,9685514,379260,0,2563345,2523847,6629312,6629312
120905,2014,12323028,10748961,513660,117040,2553031,2432260,7638633,7638633
120905,2015,12930545,11459995,397370,0,2703605,2559724,8338221,8338221
120905,2016,12593002,11006934,519695,23071,2498152,2393476,7990665,7990665
120905,2017,13024528,11271682,519074,23760,2678770,2585930,8021412,8021412
120905,2018,14782906,12375071,493486,32126,2853651,2784042,8710930,8710930
120905,2019,18497089,15148652,832636,280343,2508489,2359751,10228105,10228105
121902,2005,5059964,4707701,2700163,2453645,422058,381405,1622173,1622173
121902,2006,7567823,6664213,3879764,3134392,664688,615790,1645469,1645469
121902,2007,5846279,5399153,2746308,2486992,742738,714224,1605248,1605248
121902,2008,5484307,4976527,1390018,1118886,710470,621202,1373432,1373432
121902,2009,4207981,3708186,797949,582888,1039031,996942,1624512,1624512
121902,2010,5461038,4669236,1313078,759387,1665360,1627403,2097033,2097033
121902,2011,6036910,5342787,1899958,1425890,1692089,1653478,2052914,2052914
121902,2012,5957979,5483046,2020722,1678739,1415888,1414389,2201722,2201722
121902,2013,8631404,8175887,4434289,4162019,1461032,1433949,2278700,2278700
121902,2014,5541676,5055555,1693033,1431086,1118208,1073753,2330951,2330951
121902,2015,5864323,5377125,1692327,1453685,1268984,1217481,2483509,2483509
121902,2016,6146845,5590410,1805465,1549820,1266996,1182404,2488961,2488961
121902,2017,6117575,5680851,1778237,1511254,1338909,1310549,2629158,2629158
121902,2018,5979599,5521825,1768735,1459989,1084989,1071038,2737378,2737378
121902,2019,5952023,5534132,1805654,1532885,954167,941611,2826513,2826513
121903,2005,13136736,9693426,1376146,0,6944265,6309967,2919040,2919040
121903,2006,18475923,12820918,3767927,0,6353926,5891222,2959683,2959683
121903,2007,24162202,10657425,1437784,0,7551513,7061678,2746286,2746286
121903,2008,13588327,10126938,1422296,0,7639677,7104132,2263238,2263238
121903,2009,13555253,10089502,1326660,0,7444626,6833495,2535211,2535211
121903,2010,14833170,10069362,2525048,0,7326263,6739381,2702548,2702548
121903,2011,15285475,10746788,2246328,0,8090200,7412609,2715512,2715512
121903,2012,14304998,10687486,1518717,126553,8053542,7300819,2671890,2671890
121903,2013,14809347,11113281,1335245,34008,7529122,7481737,2990120,2990120
121903,2014,15096114,11422613,1561722,35389,7579614,7480092,3200488,3200488
121903,2015,16376724,11609687,1507467,70687,7549468,7328589,3503316,3503316
121903,2016,22150446,11489701,1735300,66585,7399477,7347766,3180596,3180596
121903,2017,18068455,13173395,1692506,67876,8859505,8706743,3791630,3791630
121903,2018,20568942,15296187,2121060,123932,9221928,9111786,3697824,3697824
121903,2019,19493786,14435549,1816930,127350,9827716,9618760,3848831,3848831
121904,2005,25416389,19493251,3570881,133464,11221380,10812147,7441352,7441352
121904,2006,28327134,22500349,6944053,3730343,10521772,10076071,7020069,7020069
121904,2007,27242500,21420616,3554839,300988,12966899,12420826,7197941,7197941
121904,2008,28148195,22106733,3434566,140892,14525696,14067428,6405598,6405598
121904,2009,30111515,23443284,3877927,377929,13284599,12645045,7611574,7611574
121904,2010,39314146,22420657,5528862,362399,13355821,12784234,7962749,7962749
121904,2011,30914316,23615896,5619397,1034317,13318200,12828742,8325804,8325804
121904,2012,26718710,20874241,3954441,278143,11574843,11296648,8085341,8085341
121904,2013,27655600,22007589,3684632,331194,12252364,12148653,8386493,8386493
121904,2014,33276795,23767774,3885207,416003,12771011,12509811,9638063,9638063
121904,2015,31231647,25746179,3436146,409194,12832533,12576513,11543606,11543606
121904,2016,28140600,22680666,3467418,421508,10471875,10148044,10618019,10618019
121904,2017,27533987,22212481,3738121,559965,10085799,9918851,10579891,10579891
121904,2018,28661024,23368624,3849493,569860,11102976,11011252,10178361,10178361
121904,2019,29511729,24246649,3777557,780204,11948466,11513080,10137028,10137028
121905,2005,12376314,10018444,1273649,35357,7009798,6833283,2014488,2014488
121905,2006,13594601,10203607,2326673,88882,7046619,6843042,2100207,2100207
121905,2007,12163259,10077596,1205734,57827,7378601,7303137,1861132,1861132
121905,2008,12223365,9880557,1294328,18324,7844500,7579088,1667656,1667656
121905,2009,13060903,10720322,1338840,18747,7673993,7448000,1890821,1890821
121905,2010,13128348,10074050,2215960,82311,7358822,7227890,1918337,1918337
121905,2011,13397601,10132837,2361850,83687,7432888,7297399,2196270,2196270
121905,2012,12321677,10134525,1278612,33361,7460414,7342360,2203118,2203118
121905,2013,12495092,10615029,1112684,83610,7785418,7736491,2239373,2239373
121905,2014,13290404,11056113,1035214,69924,8108152,8071450,2299278,2299278
121905,2015,19379987,11385580,1142163,32362,8733295,8376876,2372427,2372427
121905,2016,15689621,12675537,1211500,104094,9309179,9277019,2649554,2649554
121905,2017,15398507,12512603,1158714,134018,9053367,8970221,2784452,2784452
121905,2018,16045188,12789170,1421019,45419,9247535,9179977,2873366,2873366
121905,2019,17896985,14483449,1610405,117849,10339691,10109736,3373600,3373600
121906,2005,4688468,4069047,269635,14679,354046,303315,3417855,3417855
121906,2006,7324494,6348947,321191,72118,279522,232178,3488605,3488605
121906,2007,5572082,4811686,301367,53900,638406,608559,3415769,3415769
121906,2008,5715670,4397593,341754,61625,1201131,1166799,2427006,2427006
121906,2009,6287691,4799132,404585,50499,1482359,1433490,2818948,2818948
121906,2010,5793953,4304372,545159,58394,205889,190346,3385126,3385126
121906,2011,5394123,4002377,618417,133646,510313,493859,3111158,3111158
121906,2012,10606051,4301098,739838,128678,147352,145314,3853368,3853368
121906,2013,6116618,4813811,430829,103847,267796,265437,4258517,4258517
121906,2014,6013877,4684201,421149,112057,293819,237992,4120861,4120861
121906,2015,6085253,4740497,374304,74882,250966,215864,4235052,4235052
121906,2016,6157226,4884171,347596,111442,320169,292532,4210782,4210782
121906,2017,6042434,4690707,351317,72450,395697,341771,4013839,4013839
121906,2018,7061417,5962509,479955,93064,1685279,1639224,3940516,3940516
121906,2019,5865364,4834189,518566,241711,318999,279386,4002560,4002560
122901,2005,5117659,4688385,275073,618,2532289,2487501,1655188,1655188
122901,2006,5743203,5296957,283237,539,3010920,2959441,1748716,1748716
122901,2007,6241166,5803432,274218,183,3292824,3235953,1918586,1918586
122901,2008,6179912,5740869,267232,0,3741369,3681286,1559996,1559996
122901,2009,4253152,3802501,278058,240,1822061,1761457,1741181,1741181
122901,2010,4982768,4317722,497310,0,2419515,2366655,1716545,1716545
122901,2011,4529481,3941863,462940,0,1969913,1958539,1776264,1776264
122901,2012,4464975,3997404,354576,0,2062997,2062915,1731465,1731465
122901,2013,3457405,3248284,158968,0,1260539,1211252,1821975,1821975
122901,2014,3065094,2880646,142203,5219,726682,679502,1864579,1864579
122901,2015,3065089,2930794,115086,18970,671078,633166,2156126,2156126
122901,2016,3063527,2962216,206187,112845,621467,615753,2069095,2069095
122901,2017,3303519,3183922,181204,78234,865619,850125,2090976,2090976
122901,2018,3159365,3061360,146211,59522,510458,499765,2316424,2316424
122901,2019,3165963,3056903,190967,111074,417966,388799,2365401,2365401
122902,2005,2308961,2048932,140519,0,1390588,1379480,662556,662556
122902,2006,1671138,1454969,130659,0,1072179,1064047,373950,373950
122902,2007,1501531,1193272,199336,0,849682,812460,367206,367206
122902,2008,1305314,1270287,29835,0,857359,852167,299880,299880
122902,2009,1387854,1337260,48289,0,955058,953776,306059,306059
122902,2010,1391800,1311727,77869,0,888517,886962,370902,370902
122902,2011,1447765,1368084,78444,0,949077,947840,365323,365323
122902,2012,1306354,1251788,49642,0,800756,795832,401719,401719
122902,2013,1240163,1206499,32288,0,757895,757123,397056,397056
122902,2014,1321241,1292667,46035,22449,794640,789732,411251,411251
122902,2015,1336802,1313876,22798,498,800104,799506,458577,458577
122902,2016,1408191,1374917,29571,611,861419,857635,456638,456638
122902,2017,1542299,1506820,29015,460,855982,850964,478262,478262
122902,2018,1521289,1471087,46969,296,882198,882087,492577,492577
122902,2019,1572534,1502349,62033,922,876801,870473,515896,515896
123801,2005,2430333,1788400,361000,0,2065495,1786860,0,0
123801,2006,2436518,1739061,422810,0,2010472,1736754,0,0
123801,2007,2588666,1940353,391387,0,2194662,1939188,0,0
123801,2008,2568863,1778991,499675,0,2066230,1776641,0,0
123801,2009,2160872,1477741,405468,0,1752314,1475336,0,0
123802,2005,1208842,1063374,128134,1078,1075631,1062293,0,0
123802,2006,1128689,918073,197644,556,927693,917517,0,0
123803,2005,2668234,1763840,676544,0,1973724,1750748,0,0
123803,2006,3621433,1867188,1600564,0,1789102,1637624,0,0
123803,2007,2971593,2060071,702451,0,2239096,2034517,0,0
123803,2008,3489592,2717044,599051,0,2850638,2685509,0,0
123803,2009,3733692,2859185,651540,0,3016669,2796983,0,0
123803,2010,4392656,3312639,830800,0,3428830,3183108,0,0
123803,2011,4614869,3751446,589526,0,3999454,3728304,0,0
123803,2012,4492832,3700490,700861,0,3723502,3634802,0,0
123803,2013,4056715,3437128,575655,0,3442544,3409622,0,0
123803,2014,3769355,3176870,588319,0,2969959,2966507,0,0
123803,2015,3867564,3195715,622821,0,3224922,3175894,0,0
123803,2016,4664963,3884397,722485,0,3890455,3832374,0,0
123803,2017,5877510,4999447,860209,0,4062517,4044663,0,0
123803,2018,5398792,4553105,796021,0,4404863,4355197,0,0
123803,2019,4595386,3660390,851313,0,3627142,3543459,0,0
123804,2005,981552,899905,65461,0,906282,899905,0,0
123804,2006,1261690,1179500,75770,0,1185920,1179500,0,0
123804,2007,1439208,1299983,134900,0,1304308,1299983,0,0
123804,2008,1565668,1462269,98432,0,1467059,1462092,0,0
123804,2009,1440257,1347215,89056,0,1351173,1347187,0,0
123804,2010,1210921,1008577,199323,0,1011587,1008566,0,0
123805,2005,1801606,1494914,199378,0,1565093,1475854,0,0
123805,2006,1774332,1405911,247577,0,1500302,1392850,0,0
123805,2007,1667700,1331939,236813,0,1391587,1312106,0,0
123805,2008,1790868,1498302,214011,0,1558247,1490590,0,0
123805,2009,1840619,1511557,213259,0,1612702,1504653,0,0
123805,2010,2072963,1616258,406081,0,1654131,1611131,0,0
123805,2011,2037082,1700602,279531,0,1745691,1698056,0,0
123805,2012,1984284,1686072,277621,0,1692195,1683122,0,0
123805,2013,2207966,1894263,279372,0,1911609,1890135,0,0
123805,2014,2366462,2063761,274812,0,2071533,2055474,0,0
123805,2015,2711063,2395935,294400,0,2401365,2395824,0,0
123805,2016,3295659,2909291,329047,2157,2943902,2905111,0,0
123805,2017,3515797,3124669,358044,0,3137991,3121739,0,0
123805,2018,3977640,3468621,480481,0,3481265,3465024,0,0
123805,2019,5180754,4608836,569299,0,4181149,4178980,0,0
123806,2008,2152448,1523860,292342,0,1761326,1504773,0,0
123806,2009,3154824,2492208,119470,0,2484190,2474921,0,0
123806,2010,3796572,3282484,368128,0,3259719,3237228,0,0
123807,2010,448787,138946,309841,0,73975,73975,0,0
123807,2011,2391955,1955617,351107,0,2010714,2005047,0,0
123807,2012,2548752,2224584,289435,0,2223232,2210918,0,0
123807,2013,2380906,2077782,287649,0,2077192,2075051,0,0
123807,2014,2624617,2178257,364046,0,2222548,2177465,0,0
123807,2015,4508184,3891675,521555,0,3920348,3888705,0,0
123807,2016,5624161,4704645,598662,0,4706608,4684612,0,0
123807,2017,9118517,7629594,1188232,0,7618813,7550824,0,0
123807,2018,11031349,8591172,1565419,0,8730649,8554288,0,0
123807,2019,17377901,14157010,2134140,0,13961934,13918593,0,0
123905,2005,36585688,30938166,2546435,167728,11903360,11364389,17371423,17371423
123905,2006,53904161,41123671,7755720,109299,10027480,9466022,18654936,18654936
123905,2007,38426225,32510029,2923562,294702,12263633,11650336,17373192,17373192
123905,2008,51065648,34774217,3873592,89058,15757816,15198968,16081661,16081661
123905,2009,41323234,34251407,3229773,83008,14725289,13490480,18167658,18167658
