District_Id,Year,Total_Revenue_All_Funds,Total_Revenue_General_Funds,Total_Federal_Revenue_All_Funds,Total_Federal_Revenue_General_Funds,Total_State_Revenue_All_Funds,Total_State_Revenue_General_Funds,Total_Local_Revenue_All_Funds,Total_Local_Revenue_General_Funds
65902,2012,1792816,1493250,159908,0,996566,983847,436470,436470
65902,2013,1804468,1519816,158234,0,964496,959333,462683,462683
65902,2014,1783801,1534727,112746,0,1019935,1004485,461279,461279
65902,2015,1862129,1639211,89991,0,1058282,1045887,525234,525234
65902,2016,1939058,1698652,111185,202,1040444,1032327,511001,511001
65902,2017,1881384,1746214,99189,276,1095021,1091150,587919,587919
65902,2018,1861752,1682100,104931,53,1049125,1015713,583054,583054
65902,2019,2082515,1849450,162131,14852,1149592,1101029,632838,632838
66005,2005,943509,624071,275251,0,242101,216967,387426,387426
66005,2006,885335,557410,282449,0,129558,98905,394143,394143
66005,2007,876558,581820,255805,722,199324,180022,364797,364797
66005,2008,894033,593290,248785,191,310925,290477,276718,276718
66005,2009,804411,564202,188947,0,280023,256757,286457,286457
66005,2010,912982,611976,264418,0,244576,226441,283019,283019
66005,2011,744202,507920,194430,0,238355,219639,269586,269586
66005,2012,636985,505618,104075,0,254701,253366,240508,240508
66005,2013,581834,481604,92258,0,258299,253002,220255,220255
66005,2014,744624,621170,93891,0,392814,392696,219604,219604
66005,2015,707264,528395,155395,0,304039,303925,216143,216143
66005,2016,802634,626137,131540,0,345534,335031,220853,220853
66005,2017,841157,611550,190246,2658,366002,362342,238220,238220
66005,2018,814701,693346,85291,0,437654,401930,253902,253902
66005,2019,1632261,737609,863963,0,328540,328354,275816,275816
66901,2005,7893925,7254424,735329,281105,1762710,1611520,3417244,3417244
66901,2006,5360941,4753746,701070,268317,745387,594371,3459883,3459883
66901,2007,8222699,7018681,695932,327347,1173360,1000986,3842882,3842882
66901,2008,7038714,5790671,663193,299053,2232804,2033254,3107813,3107813
66901,2009,6707307,5458412,740987,268706,793695,670621,4089654,4089654
66901,2010,6728237,5488762,896003,237647,1232033,1203477,3177747,3177747
66901,2011,6187397,5001920,843707,305907,1470664,1433274,2949845,2949845
66901,2012,5652151,4506361,781981,232712,1436232,1435732,2603976,2603976
66901,2013,15228050,5325930,617257,240017,1602455,1541554,2386267,2386267
66901,2014,7843052,4682391,557913,263646,1752475,1751975,2327032,2327032
66901,2015,5755622,4763587,675519,320229,1758811,1700825,2419227,2419227
66901,2016,5721011,4808264,664523,334537,1819497,1790448,2303497,2303497
66901,2017,6381339,5527253,659797,404571,2028434,1999846,1975030,1975030
66901,2018,5694051,4761147,628385,417811,2012915,1966052,2100505,2100505
66901,2019,6381411,4981549,949869,437690,1975255,1673212,2239241,2239241
66902,2005,15583010,12266833,2700068,606765,8675609,8302596,1891103,1891103
66902,2006,18270583,14586601,2594301,592622,8804530,8521617,2275471,2275471
66902,2007,16247690,11763729,2733421,643725,8441938,8015054,2008645,2008645
66902,2008,17385412,13323791,2125948,618179,8951524,8868736,1309349,1309349
66902,2009,16711492,12896873,2522095,655819,9964105,9475719,1460562,1460562
66902,2010,15824128,11593879,3499360,691049,8916756,8770623,1318004,1318004
66902,2011,16484031,11678261,2695296,692736,8740182,8642968,1334832,1334832
66902,2012,15508402,11038435,2258050,604278,8262573,8261474,1380818,1380818
66902,2013,15106612,11697145,2100281,685290,8901733,8742381,1579268,1579268
66902,2014,15694512,12478190,1846758,691076,9245340,9206015,1750858,1750858
66902,2015,16789661,12685392,1952290,782391,9266696,9187372,1892884,1892884
66902,2016,17305763,12854770,2155030,842402,9231422,9141819,1826165,1826165
66902,2017,18880446,13497368,2876899,863162,9932453,9825307,1790803,1790803
66902,2018,20080353,14183256,3747087,1287200,10474606,10342003,1799953,1799953
66902,2019,20791435,14873128,4158784,1490183,10692965,10363296,2014546,2014546
66903,2005,10853520,7917467,2712901,2000,3372413,3230136,3893122,3893122
66903,2006,10387951,7477670,2610510,465,2685230,2500837,4021124,4021124
66903,2007,13001638,9964553,2663562,64906,3103169,2947411,4652518,4652518
66903,2008,12763478,8721264,2237925,15686,4167018,4022747,3596499,3596499
66903,2009,12477398,8278820,2186955,0,1364807,1100289,6325275,6325275
66903,2010,12284197,8411391,2049826,0,2691209,2466922,4916419,4916419
66903,2011,12148215,8721619,1272945,0,3909686,3499728,4391154,4391154
66903,2012,11177319,8094307,1098917,0,3987105,3684577,3595271,3595271
66903,2013,10451254,7892696,998699,0,3386650,3235019,3782923,3782923
66903,2014,13953440,8144912,989834,0,3676628,3526070,3614284,3614284
66903,2015,32056009,8581207,925879,33755,3717048,3617632,3983196,3983196
66903,2016,18737473,9310898,1027604,117633,4708091,4684454,3484036,3484036
66903,2017,11894299,9650902,1240765,723861,5253581,5021370,2974321,2974321
66903,2018,13944778,10716727,1721728,961983,6576292,5895964,2968269,2968269
66903,2019,16369259,10683686,3474221,895021,6063130,5943297,2770698,2770698
67902,2005,7838276,6654067,934183,0,3759545,3652847,2368063,2368063
67902,2006,8681463,7521553,891635,0,3522487,3412581,2433396,2433396
67902,2007,9203402,8086551,835544,0,4524262,4390920,3067575,3067575
67902,2008,10948882,9575533,904776,0,5184965,4911261,4088294,4088294
67902,2009,10003575,8611494,889129,0,3849274,3615418,3744110,3744110
67902,2010,10325499,8532979,1342255,0,3899632,3680718,4288552,4288552
67902,2011,11000591,9458683,1243848,0,3173992,3105241,4554857,4554857
67902,2012,9614154,8698598,696012,0,2930176,2852041,5348963,5348963
67902,2013,9399742,8475033,651087,0,2664883,2563195,5464393,5464393
67902,2014,9670975,8769332,629359,0,1524891,1437828,6814888,6814888
67902,2015,9566017,8722379,586503,28,1089792,1017959,7144706,7144706
67902,2016,10505935,9538754,610397,0,896780,867544,8060772,8060772
67902,2017,10017695,8929384,700743,83188,2325906,2272228,6081284,6081284
67902,2018,9334369,8352408,665547,90417,2771696,2745436,4958473,4958473
67902,2019,11345468,10246676,770503,122530,3705704,3519656,6063651,6063651
67903,2005,10648030,9707450,620266,0,3904046,3785279,3265997,3265997
67903,2006,11363451,10286775,625939,0,3925277,3803475,3630049,3630049
67903,2007,9906014,8731336,692206,3804,4523766,4379089,3608229,3608229
67903,2008,10021102,8884091,648951,2738,5238583,5110933,3054074,3054074
67903,2009,13242652,10161138,1009839,0,4997389,4865726,3528919,3528919
67903,2010,12994169,10637439,1926539,2325,4502762,4451730,3671890,3671890
67903,2011,12383313,9180396,1212299,5638,4887509,4838062,3660103,3660103
67903,2012,12731789,9432383,1402939,0,4137193,4088282,3894972,3894972
67903,2013,9994330,8778193,677435,0,4167281,4040951,4126957,4126957
67903,2014,11896168,10564798,777234,0,4264217,4143875,4581305,4581305
67903,2015,13114760,10162183,2054852,0,4306553,4182479,4641180,4641180
67903,2016,10820240,9737505,705245,0,4411878,4357663,4583581,4583581
67903,2017,10870306,9946250,803097,72641,4529475,4476932,4830813,4830813
67903,2018,16927780,13880350,850719,100852,4725179,4685559,4985536,4985536
67903,2019,12896624,10705228,1056583,197374,4892993,4683296,5119228,5119228
67904,2005,5556007,3150085,1242423,0,2419503,2273615,592857,592857
67904,2006,5569750,3084443,1493870,0,2241599,2142144,681644,681644
67904,2007,6001810,3452115,1323815,0,2632918,2505269,662887,662887
67904,2008,5916397,3199745,1594546,0,2492946,2415405,514280,514280
67904,2009,7017728,4578132,1242943,0,3668727,3552453,565941,565941
67904,2010,6472751,3101219,1979104,0,2408736,2324635,541811,541811
67904,2011,6676116,3278512,2011794,0,2494850,2424552,579843,579843
67904,2012,5642372,2994750,1388499,0,2075440,2055575,600926,600926
67904,2013,5007640,2905870,1025932,0,2082290,2054259,654874,654874
67904,2014,5069356,3097489,882018,0,2048147,2001226,896216,896216
67904,2015,10085643,3385541,931733,0,1999701,1964324,1135461,1135461
67904,2016,5650140,3735555,857040,0,1819400,1811452,1133766,1133766
67904,2017,5462397,3493581,882358,0,2061975,2015401,1169157,1169157
67904,2018,5203055,3279567,912729,35007,1788902,1764311,1203774,1203774
67904,2019,5570099,3599889,957286,45820,1958795,1879483,1230035,1230035
67907,2005,4549920,3949008,294440,0,2754072,2695726,907676,907676
67907,2006,4392140,3867516,219837,0,2557939,2493820,988262,988262
67907,2007,4984378,4446538,204183,0,3207825,3109730,995161,995161
67907,2008,4502846,3963548,208754,0,2883645,2821501,800040,800040
67907,2009,4735152,4081537,399775,0,3076211,2938302,806843,806843
67907,2010,4972674,4220123,658490,0,2901037,2880734,982163,982163
67907,2011,5153094,4406463,643142,0,3080633,3055161,922117,922117
67907,2012,4778000,4072150,580003,0,2895593,2868807,905946,905946
67907,2013,4606705,4004787,444526,0,2827565,2803189,967762,967762
67907,2014,4984691,4427035,420496,0,3192245,3125638,1025878,1025878
67907,2015,5052102,4383012,445795,0,3103816,2954805,1099988,1099988
67907,2016,4809607,4244625,459390,0,2806931,2776216,1149658,1149658
67907,2017,4370326,3869822,449384,17555,2252372,2223791,1333140,1333140
67907,2018,4263771,3724743,547446,78000,2002969,1961056,1397279,1397279
67907,2019,4790266,4150238,707458,191594,2208343,2121444,1497531,1497531
67908,2005,2279764,2033505,194854,0,1387620,1360772,500930,500930
67908,2006,2511455,2243206,208989,900,1651141,1624177,438786,438786
67908,2007,2258815,2001036,204319,7278,1393295,1367432,440348,440348
67908,2008,2730856,2391861,188603,937,1966556,1857229,383899,383899
67908,2009,2594073,2283865,211592,0,1689272,1638593,397060,397060
67908,2010,2617239,2223744,329801,0,1648499,1637332,382619,382619
67908,2011,2643894,2258159,328453,2049,1642988,1634606,409504,409504
67908,2012,2417752,2091705,329904,62980,1436108,1429793,398543,398543
67908,2013,2466375,2147610,267644,71506,1525227,1460595,506062,506062
67908,2014,2151485,1895695,238541,17262,1252704,1247698,518230,518230
67908,2015,2442526,2169336,206388,15354,1212342,1160211,517120,517120
67908,2016,2286576,2011874,261609,26223,1111960,1105524,535379,535379
67908,2017,2060612,1815896,253818,46973,1101522,1096088,553408,553408
67908,2018,2130767,1880148,243038,22426,1156731,1150661,583416,583416
67908,2019,2318524,2038701,234791,15018,1302834,1270169,630169,630169
68801,2005,1292193,998751,288210,0,1002909,997677,0,0
68801,2006,1170039,956900,209551,0,958493,954905,0,0
68801,2007,1324240,1220423,99689,0,1221912,1217784,0,0
68801,2008,1321252,1248565,67224,0,1251344,1245881,0,0
68801,2009,5478720,4868544,583607,0,4885910,4859341,0,0
68801,2010,4926287,4114272,770765,0,4153495,4112245,0,0
68801,2011,5137791,4268795,855782,0,4281886,4268672,0,0
68801,2012,5674945,5119499,554251,0,5119636,5118441,0,0
68801,2013,5248731,4786105,461431,0,4769263,4768068,0,0
68801,2014,6446684,5842463,604221,0,5838531,5838531,0,0
68802,2012,1923752,1825736,34047,0,1586627,1522658,0,0
68802,2013,2965758,2853609,71446,0,2456268,2415565,0,0
68802,2014,3831899,3592456,111414,0,3271632,3250353,0,0
68802,2015,4568509,4451483,114960,0,4170727,4168661,0,0
68802,2016,7318213,5187364,124431,0,5114494,5085377,0,0
68802,2017,6632889,6003434,178564,0,5901416,5901416,0,0
68802,2018,8805221,8265271,149875,0,8169491,8100578,0,0
68802,2019,9874500,9177058,201994,0,9105582,9049988,0,0
68803,2015,3555355,2661940,838815,0,2396600,2342000,0,0
68803,2016,2055141,1986039,49278,0,1998539,1984114,0,0
68803,2017,4208308,4140056,56293,0,4140983,4136024,0,0
68803,2018,5226223,5091961,103826,0,4904066,4898610,0,0
68803,2019,5951462,5781346,137952,0,5765492,5765492,0,0
68901,2005,189520747,155053004,23542495,1174345,77063438,73729074,71006367,71006367
68901,2006,198221489,160862694,26871781,3193723,71793409,68404309,77860004,77860004
68901,2007,274447474,174640177,25642624,1965227,79930643,76242129,83150160,83150160
68901,2008,220132818,180827417,23916034,1159514,92284833,88101148,78941793,78941793
68901,2009,227992876,186220816,25626885,1363725,82555137,79040026,95233718,95233718
68901,2010,237997426,183400054,41808856,1814681,78784378,77203255,93551171,93551171
68901,2011,246812837,192402316,40697100,2212687,78792206,76747371,100943324,100943324
68901,2012,239247234,192629156,27441700,2871594,71479126,68905863,107835492,107835492
68901,2013,252924540,211925268,25816996,2749143,76554481,75301793,121664873,121664873
68901,2014,273701772,225796332,24218677,2439761,75706836,71743682,137234432,137234432
68901,2015,279255384,224924854,29203303,2120558,67269703,63400221,146979465,146979465
68901,2016,275494915,228310375,28011439,2452843,66338506,65229316,137278893,137278893
68901,2017,329060442,222733614,28785417,2981924,81863896,79003228,123406909,123406909
68901,2018,300843129,250813357,27096873,2938371,103461960,102621726,129757531,129757531
68901,2019,336714267,276492211,29953935,3650613,111392562,104326617,153402638,153402638
69901,2005,4474664,4065536,443838,99445,643858,579256,3125843,3125843
69901,2006,4832864,4440168,420658,88951,392523,336306,3589249,3589249
69901,2007,5565922,5184708,427478,115207,614370,556875,4024500,4024500
69901,2008,5602878,5175888,419540,110290,2019812,1912047,2612558,2612558
69901,2009,5200409,4748393,414803,115634,1700595,1571199,2667661,2667661
69901,2010,4986375,4522669,491740,110240,1075516,1020959,2888813,2888813
69901,2011,4779692,4155921,696010,118727,1199517,1175488,2479387,2479387
69901,2012,4353540,3932195,496212,123712,1213037,1198800,2286500,2286500
69901,2013,3958899,3635674,422930,125454,925027,922016,2280074,2280074
69901,2014,4481387,3825211,384175,144243,697337,673511,2749336,2749336
69901,2015,4387823,3780461,359105,139389,214161,165244,3068820,3068820
69901,2016,4308286,3735543,340899,141011,762225,743826,2566515,2566515
69901,2017,4668865,4101894,348334,138295,680188,645190,2953501,2953501
69901,2018,4616000,4073349,314124,124167,653316,638620,3033739,3033739
69901,2019,4742123,4141732,312603,122019,489576,431779,3227778,3227778
69902,2005,3984867,3402733,404145,0,1462959,1422574,1783486,1783486
69902,2006,4936683,4411286,346845,0,1181413,1135232,1908598,1908598
69902,2007,4176107,3610754,433209,0,1237575,1191988,2041227,2041227
69902,2008,4443999,3919170,364642,0,2112266,2024682,1663802,1663802
69902,2009,3455581,2927482,379911,0,1136899,1013417,1688110,1688110
69902,2010,4799046,3996704,551438,0,1665290,1611994,2160612,2160612
69902,2011,4056027,3366416,585018,0,826142,805350,2388433,2388433
69902,2012,4093916,3548595,425884,0,854678,818694,2542144,2542144
69902,2013,3659601,3235876,331160,0,640511,625083,2446228,2446228
69902,2014,3756348,3354465,336312,26800,796557,793083,2356416,2356416
69902,2015,4113179,3659888,347424,33334,1056417,987145,2419305,2419305
69902,2016,4584616,4241605,449476,139324,946068,925221,2776796,2776796
69902,2017,4219877,3881128,345720,42200,754842,730161,2906564,2906564
69902,2018,4455101,4055564,413359,50640,933747,909562,2812832,2812832
69902,2019,4051592,3714752,397754,89073,565413,548580,2883120,2883120
70801,2005,2911883,1935974,824147,295,2040995,1905392,0,0
70801,2006,2399037,1600284,701135,0,1660731,1595150,0,0
70801,2007,2589827,1704768,762526,0,1759339,1701914,0,0
70801,2008,3006577,1764053,478472,0,2473606,1753963,0,0
70801,2009,2194227,1912266,211628,0,1915696,1880715,0,0
70801,2010,2544119,2141746,302522,0,2216651,2139906,0,0
70801,2011,2071259,1670211,339179,0,1702931,1669754,0,0
70801,2012,2968549,2588359,323271,0,2605069,2583684,0,0
70801,2013,3459035,2950280,460567,0,2947351,2934061,0,0
70801,2014,3529932,3073403,364683,0,3103716,3053638,0,0
70801,2015,4986312,4459846,484765,0,4438539,4437263,0,0
70801,2016,23828283,20257144,3109085,0,20537379,20204327,0,0
70801,2017,24908088,21351380,3216212,0,21514658,21292005,0,0
70801,2018,27449303,23419253,3450750,412,23656247,23304603,0,0
70801,2019,4569633,4043326,373575,0,4151977,4031184,0,0
70901,2005,2369877,1857339,302792,0,1315316,1275708,378215,378215
70901,2006,2337757,1854984,306098,0,1316603,1267574,424132,424132
70901,2007,2487313,1979892,319042,0,1461209,1411416,426997,426997
70901,2008,2869207,2345095,311038,0,1855862,1776931,348280,348280
70901,2009,3335072,2841340,325662,0,2278929,2237727,412512,412512
70901,2010,3513361,2852940,464561,0,2304975,2239138,381585,381585
70901,2011,3506125,2898725,416168,0,2349746,2292836,406404,406404
70901,2012,4609096,3067008,205471,0,2266012,2259207,393573,393573
70901,2013,3425061,3085796,180175,0,2551855,2515043,419985,419985
70901,2014,3685377,3383751,188026,1676,2780259,2779351,436977,436977
70901,2015,4244233,3876140,190115,0,3146184,3098295,430840,430840
70901,2016,4335527,3972661,183849,0,3371434,3335782,424999,424999
70901,2017,4606762,4261928,251390,71267,3489403,3466951,430225,430225
70901,2018,4779734,4408856,345575,162126,3604452,3570162,458959,458959
70901,2019,4665981,4296403,305821,114381,3574409,3522927,440754,440754
70903,2005,63573078,33839153,4289044,35035,14190276,13324312,18385931,18385931
70903,2006,47704923,36909048,4325855,19692,14998720,14094920,20416725,20416725
70903,2007,67800533,39090198,4349120,5572,16750358,15900646,20376464,20376464
70903,2008,53564789,39472807,4893921,0,21115090,20196911,16566112,16566112
70903,2009,58043605,41379705,5986347,0,22471968,21433994,17635221,17635221
70903,2010,71842445,42274471,7880187,0,20963119,20414783,18022461,18022461
70903,2011,59135452,41436392,6741175,0,21192741,20649848,17963569,17963569
70903,2012,56344291,39436243,6193135,0,19647117,19167712,18270533,18270533
70903,2013,63128418,41012768,5932127,193084,20642237,20076860,18422698,18422698
70903,2014,58308203,42226811,5761368,394528,21598070,21081542,18639590,18639590
70903,2015,176436194,43927090,5638923,335108,22841228,22730724,18401873,18401873
70903,2016,79243107,46868583,6408308,1050904,24786027,24610289,18966097,18966097
70903,2017,122846247,46928945,6712374,1134013,24126221,23552918,19752993,19752993
70903,2018,68351694,47860155,6514067,776225,24004859,23617829,20403215,20403215
70903,2019,70233820,52341809,7117810,958987,25123334,24353863,24011415,24011415
70905,2005,20254032,14719662,1587145,12736,11570894,9965893,4012913,4012913
70905,2006,21574962,14914900,1689999,10024,11788784,9944262,4049040,4049040
70905,2007,22264509,15888337,1686982,16518,12708317,10985364,3907831,3907831
70905,2008,24082586,17428019,1586018,18788,14410029,12706916,3327596,3327596
70905,2009,24781267,17647091,1461752,14010,15400484,13261111,3505461,3505461
70905,2010,25432877,17978489,2337471,19962,15010173,13382743,3535265,3535265
70905,2011,25376141,17756331,2508320,21732,14869394,13467581,3368791,3368791
70905,2012,39000964,17123518,4844284,0,14387633,12970979,3309162,3309162
70905,2013,34111538,17834250,1557360,0,15198757,13798714,3240872,3240872
70905,2014,26083960,19244390,1485416,0,16092558,14943926,3323656,3323656
70905,2015,29001979,20191865,1673116,0,17225144,15935345,3344094,3344094
70905,2016,30676569,22644227,1727101,311249,19195442,16892591,3221667,3221667
70905,2017,35939285,23946433,2024443,723917,20300628,18249881,3812085,3812085
70905,2018,43795333,25869376,1655355,312994,22237605,19721288,4271572,4271572
70905,2019,32824497,27449298,1123113,309038,20412687,20278010,4746168,4746168
70907,2005,5638762,5012889,286702,0,3598021,3491921,1215517,1215517
70907,2006,5795043,5180176,309780,0,3581100,3504339,1356813,1356813
70907,2007,5590944,4979094,302839,0,3461614,3374392,1216678,1216678
70907,2008,5829787,5074315,468321,25053,3767533,3685379,1026682,1026682
70907,2009,6354761,5551511,506391,20682,4132482,4049099,1198008,1198008
70907,2010,6646886,5595537,826642,22408,4076088,4043581,1199637,1199637
70907,2011,8130093,5435314,907027,43818,3870311,3848340,1181121,1181121
70907,2012,5904272,5169184,576575,57089,3735625,3706266,1128615,1128615
70907,2013,6141094,5535044,687562,289319,3827486,3787070,1137512,1137512
70907,2014,5981367,5310754,430265,190,3966384,3857788,1146387,1146387
70907,2015,6537432,5972880,473202,74810,4340358,4340358,1175314,1175314
70907,2016,7487827,6190856,986581,325829,4429314,4401508,1135050,1135050
70907,2017,8292224,6911757,875651,215124,4775174,4729453,1301793,1301793
70907,2018,9150090,7688576,499167,23741,5126036,5017483,1347217,1347217
70907,2019,10053830,7302490,720943,34329,6229972,5257181,1490181,1490181
70908,2005,65332444,41588817,1669501,0,5317883,4747638,27504634,27504634
70908,2006,78947462,45198262,1814548,0,5599381,5028694,30208170,30208170
70908,2007,69747994,51341716,1832480,0,10802015,9950843,30785086,30785086
70908,2008,73781896,58067714,2290598,0,23209999,22391718,26344868,26344868
70908,2009,75440849,57325794,2463332,0,20829748,19949470,28450980,28450980
70908,2010,82867651,59158785,7547393,0,22183778,21927902,27925973,27925973
70908,2011,136470966,59182364,5817037,0,23955669,23660161,27460503,27460503
70908,2012,88780799,56602629,3740625,0,25146624,24425022,24650229,24650229
70908,2013,173423246,57920832,2740308,108018,23845130,23456030,26115605,26115605
70908,2014,133405775,60754940,2906751,207200,24251377,23852226,27307114,27307114
70908,2015,103671529,66203834,2974060,251726,25982167,24988973,29323490,29323490
70908,2016,93572079,68924917,3345296,507754,27512943,26568474,31830673,31830673
70908,2017,103785756,76983006,3619725,730856,27081350,26552968,34061096,34061096
70908,2018,111415039,80065065,4087978,846951,27637935,27126486,38075957,38075957
70908,2019,151791769,82234516,5009132,1706418,27850483,26792145,41615613,41615613
70909,2005,2343854,1856875,360373,0,1266874,1239679,498736,498736
70909,2006,2489748,1982431,340932,0,1321912,1294784,548598,548598
70909,2007,2531803,1989866,365514,0,1273174,1207725,643639,643639
70909,2008,2757480,2211405,316728,0,1531043,1459898,545507,545507
70909,2009,2715487,2200043,307677,7239,1565320,1492658,573645,573645
70909,2010,3072823,2497514,437018,7713,1654229,1642178,724489,724489
70909,2011,2787545,2354512,303175,7947,1515390,1504080,692846,692846
70909,2012,2469686,2089090,268331,7740,1205474,1195441,760191,760191
70909,2013,2999063,2579323,208716,6595,1429189,1408180,903624,903624
70909,2014,2784433,2546488,195786,510,1492572,1471665,896950,896950
70909,2015,2900215,2671303,189834,0,1646432,1623675,918001,918001
70909,2016,3149268,2901291,231350,33088,1868611,1836637,902057,902057
70909,2017,3221197,2983345,245767,47137,1874875,1853539,924564,924564
70909,2018,3412830,3168431,264030,60286,2023278,2015924,928560,928560
70909,2019,3690205,3326639,273937,0,2223816,2170943,989015,989015
70910,2005,8956863,7579874,463518,0,4689143,4546036,2581390,2581390
70910,2006,9376792,8054597,418533,0,4686621,4517941,2824324,2824324
70910,2007,14875329,8395140,416886,0,5354073,5182572,2746678,2746678
70910,2008,10075573,8739150,443070,0,5876385,5733405,2422302,2422302
70910,2009,10552711,9227243,489347,0,6203803,6048718,2572515,2572515
70910,2010,11663188,9781143,1193374,0,6206900,6163267,2637697,2637697
70910,2011,11287602,9147921,1442193,0,6011952,5970119,2611504,2611504
70910,2012,11696480,9985733,990458,9241,6089215,5980513,2511002,2511002
70910,2013,11042305,9618641,781269,6118,6487158,6478465,2492024,2492024
70910,2014,12955563,10843319,828834,35621,7466630,7306207,2526742,2526742
70910,2015,12873408,10657729,938646,136193,7658021,7518642,2556883,2556883
70910,2016,18235384,11612634,954493,135061,8340883,8327789,2625739,2625739
70910,2017,14204361,11812627,1081122,304796,8031595,7938181,2715322,2715322
70910,2018,14934252,12427054,926268,110512,8552454,8530448,3008875,3008875
70910,2019,17027970,14510915,1258098,442584,8720877,8592720,3366773,3366773
70911,2005,35773201,30323597,2012849,0,15476707,14938849,12589278,12589278
70911,2006,39290099,32700100,2307585,1307,16162872,15522188,13762704,13762704
70911,2007,41152995,34096727,2202693,4091,18816969,18077743,14027735,14027735
70911,2008,43848136,35215795,2204207,0,21675697,20965388,12163283,12163283
70911,2009,56590900,38645872,2674467,56679,23025838,22281291,14151539,14151539
70911,2010,51342072,38852471,4552372,128998,22683695,22479416,13937929,13937929
70911,2011,55175047,40751177,5555035,183514,24271504,24070673,13851715,13851715
70911,2012,55050993,41717411,4423187,803614,24720236,24212890,13769021,13769021
70911,2013,73741702,44710585,3042249,176708,26297006,25931835,13704901,13704901
70911,2014,59050546,46120460,3624645,565773,28743277,28238177,14204080,14204080
70911,2015,84689231,51857328,4390272,1314249,29622593,29189688,16245982,16245982
70911,2016,82492925,59104073,4078956,951299,29401190,28794858,16809769,16809769
70911,2017,120000510,57693635,3899911,1047907,28722893,28320667,17494879,17494879
70911,2018,67723098,53437866,3972307,911746,29923378,29099404,19276071,19276071
70911,2019,87502167,55605245,4205921,1049880,29318529,29028236,20969259,20969259
70912,2005,50607113,39662576,2416432,49442,8063853,7291924,29747563,29747563
70912,2006,52014743,40284879,3130528,59585,6478278,5600723,31658057,31658057
70912,2007,60619637,45589499,3229309,55449,11930940,10860702,31229237,31229237
70912,2008,63540014,48393409,3013245,44925,19428400,18264432,26428269,26428269
70912,2009,65564444,49309171,2992222,57407,18853356,17679727,28508999,28508999
70912,2010,69952242,51621695,5501011,48215,20078143,19493334,29052581,29052581
70912,2011,108397790,55015037,5931123,23785,23032434,22531788,28914369,28914369
70912,2012,73607888,54247217,4225072,49001,23650047,22494668,28469686,28469686
70912,2013,77017061,53163073,2941948,52323,21658366,21387592,28644067,28644067
70912,2014,75227282,57111757,2869495,366098,25150656,24060822,29124797,29124797
70912,2015,137630092,66353268,3943624,557588,28566854,27441467,34725280,34725280
70912,2016,91653354,70568373,3665313,548699,30411245,29696524,36543781,36543781
70912,2017,99629127,78232426,4639394,1815447,30620220,29792480,39254179,39254179
70912,2018,100696116,78292583,4311368,1428894,29695203,29084089,42875658,42875658
70912,2019,112868200,87429727,5904845,3153019,33991637,31998709,46253334,46253334
70915,2005,8304429,6867481,298628,36279,4505943,4413387,2011336,2011336
70915,2006,9199347,7574802,371813,91110,4738546,4642097,2260535,2260535
70915,2007,10011919,8344754,392271,106364,5283842,5192931,2303043,2303043
70915,2008,10313941,8626451,395981,104039,6099714,5987564,1989571,1989571
70915,2009,10725876,8878875,451363,130168,6155666,6008504,2200509,2200509
70915,2010,11800147,9443782,1098515,218113,6070300,6026059,2652354,2652354
70915,2011,10777491,8729415,751914,62214,5389939,5353167,2766406,2766406
70915,2012,11089974,9164557,823769,307629,5083865,5072481,2824376,2824376
70915,2013,33316780,9726137,563679,91556,4880796,4797266,2837210,2837210
70915,2014,10365714,8703991,530449,24964,5316237,5299013,2824635,2824635
70915,2015,13219632,8862620,499204,30101,5453579,5394666,2832891,2832891
70915,2016,11498971,9358359,774198,45565,6053115,5897252,2852720,2852720
70915,2017,13599354,11757614,606024,56135,6113008,6023354,3083306,3083306
70915,2018,12657050,10780526,703250,121877,6513234,6481041,3291888,3291888
70915,2019,13214907,11185424,871190,165410,6504154,6502356,3729926,3729926
71801,2005,1411849,1202826,131988,0,1220090,1202822,0,0
71801,2006,1883244,1569821,141442,0,1626398,1559989,0,0
71801,2007,3865422,3001793,280371,0,3258608,2790746,0,0
71801,2008,4713137,3774566,387087,0,4063093,3620225,0,0
71801,2009,5954160,4756235,493065,0,5249614,4712441,0,0
71801,2010,7113413,5976697,831948,0,6111339,5900344,0,0
71801,2011,8221767,6834135,1090100,0,6927715,6810358,0,0
71801,2012,7327447,6266604,637315,0,6382675,6258461,0,0
71801,2013,7148434,6069530,718772,0,6160375,6060611,0,0
71801,2014,7780203,6821483,630222,0,6837870,6818076,0,0
71801,2015,8799165,7701323,800835,0,7725502,7581034,0,0
71801,2016,9465785,8474750,802748,0,8338037,8300731,0,0
71801,2017,9132773,8084159,774697,0,8001972,7887315,0,0
71801,2018,8384365,7423432,690326,0,7349726,7242934,0,0
71801,2019,9796630,8816428,698825,9545,8276780,8135968,0,0
71803,2005,1233566,1115374,108940,0,1124001,1114749,0,0
71803,2006,1459652,1217604,229200,0,1197980,1185132,0,0
71803,2007,2430185,2139740,280739,0,2149294,2139588,0,0
71803,2008,2351260,1957385,386790,0,1958327,1951242,0,0
71803,2009,2175806,1714492,447311,0,1728495,1714492,0,0
71803,2010,3189010,2744532,432546,0,2756078,2744146,0,0
71803,2011,3596466,2916430,670841,0,2922692,2913497,0,0
71803,2012,2801326,2208329,592997,0,2199325,2199325,0,0
71803,2013,2656365,2120754,535611,0,2118071,2118071,0,0
