District_Id,Year,Instruction_All_Funds,Instruction_General_Funds,Instructional_Res_Media_All_Funds,Instructional_Res_Media_General_Funds,Curriculum_Staff_Develop_All_Funds,Curriculum_Staff_Develop_General_Funds,Instructional_Leadership_All_Funds,Instructional_Leadership_General_Funds,School_Administration_All_Funds,School_Administration_General_Funds,Guidance_Counseling_Services_All_Funds,Guidance_Counseling_Services_General_Funds,Social_Work_Services_All_Funds,Social_Work_Services_General_Funds,Health_Services_All_Funds,Health_Services_General_Funds,Transportation_All_Funds,Transportation_General_Funds,Food_All_Funds,Food_General_Funds,Cocurricular_All_Funds,Cocurricular_General_Funds,General_Administration_All_Funds,General_Administration_General_Funds,Plant_Maintenance_Operation_All_Funds,Plant_Maintenance_Operation_General_Funds,Security_Monitoring_All_Funds,Security_Monitoring_General_Funds,Data_Processing_Services_All_Funds,Data_Processing_Services_General_Funds,Community_Services_All_Funds,Community_Services_General_Funds,Total_Expenditure_By_Function_All_Funds,Total_Expenditure_By_Function_General_Funds
246911,2016,18468542,14567606,277578,277551,1075290,283262,517266,278713,2013427,2004407,1311749,870382,100000,0,285326,285326,881063,881063,1586404,279,1143329,1023138,1054870,1054870,3549364,3368205,76759,76759,554245,554245,514209,408871,33409421,25934677
246911,2017,18791652,14829202,273600,273600,905571,313994,511008,289260,2161189,2141132,1301063,910756,0,0,277139,277139,908094,908094,1751848,343,1069809,1048861,1207951,1207951,3880708,3640681,72350,72350,593553,593553,495133,376548,34200668,26883464
246911,2018,19032734,15378999,291644,291644,780412,629789,538435,372483,2140039,2131128,1173973,793989,49999,0,275868,275868,951415,951415,1633526,390,1132185,1115466,1252551,1252138,4477155,4269593,101845,101845,689371,689371,483504,382059,35004656,28636177
246911,2019,19167108,15417437,275208,275208,781620,632925,567559,389276,2028243,2024234,1084791,721351,9406,0,276449,276449,830699,830699,1789289,334,1119426,1115426,1193427,1183642,3829944,3622535,260785,260785,563053,563053,422458,353473,34199465,27666827
246912,2005,2110163,1970422,142975,141975,11014,4519,0,0,163404,162769,73099,72391,0,0,45459,44959,139417,138621,222722,0,243998,243124,232663,232163,439604,437729,3488,3488,52083,51583,0,0,3880089,3503743
246912,2006,2203089,2036299,66755,66755,62963,55229,0,0,153269,153269,66508,65567,0,0,43036,43036,145849,145849,199355,0,235583,235583,273597,273597,426268,426268,6148,5903,43823,43823,0,0,3926243,3551178
246912,2007,2356647,2217649,73210,73210,70998,63132,3014,0,172752,172752,82729,82181,0,0,54170,54170,151275,151275,169918,0,253950,253950,292350,292350,455808,455808,2450,2450,49462,49462,0,0,4188733,3868389
246912,2008,2469834,2280798,84124,84124,63376,58476,4356,2638,187192,187192,81096,80752,0,0,46834,46834,168685,168685,207309,0,259501,259501,293654,293654,502406,502406,1800,1800,47094,47094,0,0,4417261,4013954
246912,2009,2531591,2356784,81956,81956,66919,62085,4457,2787,198482,198482,98521,98521,0,0,43321,43321,125380,125380,216079,0,277243,277243,273000,273000,479538,479538,8740,7909,48288,48288,0,0,4453515,4055294
246912,2010,2715519,2472167,70401,70401,39745,33226,8196,3491,236185,236185,102696,102696,5000,5000,52774,52774,159516,159516,225445,0,292524,292524,281990,281990,480528,480528,12714,11752,50357,50357,0,0,4733590,4252607
246912,2011,2860485,2532857,64978,64828,44574,31706,7399,3636,267484,267484,105698,105698,4998,4998,57195,57195,175732,175732,231560,0,312106,312106,305547,305547,485059,460059,3116,3116,52886,52886,0,0,4978817,4377848
246912,2012,2696293,2509804,62487,62487,40892,32365,8812,7363,232167,211931,88201,88201,5000,5000,57479,57479,180637,180637,220429,0,342167,335444,327577,327577,459738,459738,8151,8151,53604,53604,0,0,4783634,4339781
246912,2013,2730499,2628056,53149,53149,65817,47198,9231,7851,309225,309217,107734,107734,4998,4998,58320,58320,177290,177290,212570,0,361323,361323,317699,317699,501206,501206,10331,10331,64106,56282,0,0,4983498,4640654
246912,2014,2810175,2732953,53281,53281,50304,36373,10075,8856,328006,328006,112644,112644,6572,6572,63166,63166,194596,194596,190043,0,382487,382487,335045,335045,685584,667158,8676,8211,103418,61037,0,0,5334072,4990385
246912,2015,3058948,3009444,58418,58418,51541,39112,10331,9131,346081,346081,117602,117602,19722,19722,66837,66837,188037,188037,251072,0,400663,400663,312119,312119,584062,584062,3874,3874,109405,60502,0,0,5578712,5215604
246912,2016,3343937,3245759,58935,58935,50295,38208,9789,8365,357537,357537,121166,121166,21999,21999,68759,68759,191715,191715,249009,0,443803,443803,364549,364549,574774,574774,1248,1248,112563,61221,0,0,5970078,5558038
246912,2017,3344845,3284150,57394,57394,66731,37392,9972,8846,398495,398495,147401,145549,25000,25000,64425,64425,182139,182139,269624,0,499351,499351,393101,393101,596558,596558,9859,9859,128578,122744,0,0,6193473,5825003
246912,2018,3404102,3271142,52304,52304,73614,57761,8039,7730,430265,429006,166305,160770,35001,35001,67029,67029,238779,238779,352619,0,550066,550066,444169,441725,1013537,1013537,8716,8716,152376,152376,0,0,6996921,6485942
246912,2019,3831581,3680637,57005,57005,117781,82939,6987,6164,433217,433217,202708,200333,45001,45001,72684,72684,170653,170653,374658,4593,599295,599295,489864,489864,857276,857276,6702,6702,121170,121170,0,0,7386582,6827533
246913,2005,75738640,70621304,2582497,2525851,4621863,3631539,1171381,696821,7136417,7066369,5407912,4597043,209149,79184,889637,733495,4770008,4727595,6942125,600,3754164,3517478,4213175,4154642,15593613,15492530,429438,422114,2551184,2458719,982402,746241,136993605,121471525
246913,2006,88979352,82904558,2934457,2862459,5135523,4177176,1361326,869767,8103500,7975517,5915321,5025168,206387,76265,892620,733484,5219710,5121176,7654263,118,4084522,3799597,4502256,4432310,17077568,16969772,539950,481359,2743432,2677308,1086176,788829,156436363,138894863
246913,2007,104689426,99033579,4067295,4014871,5975711,5037481,1328440,880637,9293491,9256808,7136224,6340116,225686,100889,1088885,1012881,5626619,5626619,8023708,13500,4757933,4421489,5811075,5754878,18803544,18796732,650208,640169,3707881,3640241,1216038,999299,182402164,165570189
246913,2008,120222414,115311206,4679293,4648373,6614449,5801726,1735615,1329017,10736955,10692627,8650922,8003524,353539,353539,1305439,1281766,6711321,6711321,9699459,33835,5340949,4804588,4989984,4989959,20439868,20436380,903842,895910,5323398,5323398,1404424,1283244,209111871,191900413
246913,2009,134800608,127633198,5095600,5051132,8046287,6836122,1863163,1489015,11803786,11546068,9850066,8670203,409844,409844,1634960,1620639,6800941,6800941,10610707,0,6168635,5141077,4947621,4944790,23978699,23974101,975039,971326,5467772,5464511,1685730,1586359,234139458,212139326
246913,2010,142575283,130555885,5500138,5256436,9071656,6437923,1893650,1477568,12457617,11893333,10492590,9318200,471601,462220,1823041,1769997,7556777,7401878,11613498,0,7669372,6060577,5102401,5000637,25026009,24712968,1061582,1054098,6186624,5967901,2017848,1740226,250519687,219109847
246913,2011,150563181,139131263,4301448,4197868,8226360,5641150,1946081,1671092,13034855,12884616,10533448,9817120,414614,414614,1802147,1794837,7761812,7761727,13098234,25011,8940158,6892840,4809883,4808604,26365032,22076832,1182843,1171511,7075292,7057984,1908626,1619221,261964014,226966290
246913,2012,146328027,133230666,3380777,3238361,6154554,5384345,1731980,1693738,13430016,13224632,9822689,9527506,714991,714991,1770011,1760205,7902077,7902077,14059331,0,8876388,6659740,4477172,4471574,25246112,25103747,1029109,1019156,6263641,6263641,1964129,1803305,253151004,221997684
246913,2013,152409203,144397907,3125700,2976269,7727800,6797934,1909256,1865365,14072785,14026867,10402025,10123015,729954,729954,1945327,1921837,8080134,8080134,12401380,3649,9652854,7166551,4651947,4644047,24834338,24770091,1247475,1237911,6136418,6136418,2070672,1906943,261397268,236784892
246913,2014,159592331,149732538,3153042,2979496,7511878,6709474,2039576,1990011,14225618,14179677,10677091,10287881,929882,928808,1920271,1897203,8500565,8500565,13451034,14001,9764072,7293844,4812696,4810204,24841546,24838215,1143552,1134988,5935264,5930740,2128078,1951939,270626496,243179584
246913,2015,168479020,157725293,3132897,2981165,8251408,7300305,2479549,2422129,15340528,15289893,10839107,10463751,842372,842372,2130905,2111271,8220877,8220706,13412844,122089,9848573,7457406,5288639,5288314,27196164,27167335,1215805,1207948,6174524,6174524,2225159,1868426,285078371,256642927
246913,2016,177815457,168719518,3415745,3225400,8542611,7547331,2840025,2792654,16136558,16079399,12254850,11322994,958820,958761,2404230,2385302,8761421,8761421,13594307,126881,10626001,7987955,5531760,5478379,27829603,27813060,1287466,1282356,6828750,6828750,2398036,2105606,301225640,273415767
246913,2017,186254846,176341557,3487815,3334426,9410673,8316954,3634415,3586534,16740258,16677046,13639307,12490790,1128791,1128791,2543583,2526663,9072709,9072709,13197047,118705,12014554,9496217,6122858,6095808,29205152,29198295,1544179,1538824,7332824,7332824,2327487,2000475,317656498,289256618
246913,2018,203794087,193430229,3677111,3504425,8437073,7396400,3682622,3590928,17915898,17834128,15768973,14697016,1242504,1242504,2864777,2844760,11177141,11177141,13019727,0,12166696,9708867,6770782,6769633,28515252,28495799,1588254,1579155,6793715,6793715,2398761,2011807,339813373,311076507
246913,2019,208537301,196151940,3804095,3624701,8716687,7564354,3924157,3862472,19029237,18912648,17744211,16698162,1196229,1196229,3056458,3030167,11200074,11152827,13372588,126233,12966377,10559481,6987563,6986557,29723573,29698759,1912593,1899914,7285694,7285694,2709258,2389587,352166095,321139725
246914,2005,577952,519212,30283,29783,1772,1356,0,0,59773,59773,1060,1060,0,0,67,67,29073,28669,58828,0,9001,6149,89671,89671,85499,84854,0,0,9698,9698,0,0,952677,830292
246914,2006,609289,570072,33440,32940,1760,1516,0,0,61314,61314,774,774,0,0,97,97,29779,29121,62616,0,7627,6277,88585,88585,95645,95000,0,0,9529,9529,0,0,1000455,895225
246914,2007,690496,647420,31988,31988,1910,1910,0,0,63345,63345,273,273,0,0,166,166,31333,31333,67408,0,6609,4821,104359,104359,97400,97400,0,0,9800,9800,0,0,1105087,992815
246914,2008,702313,656374,33716,33716,3933,3933,0,0,65192,65192,278,278,0,0,1250,1250,35219,35219,70947,0,14408,6541,94175,94175,262752,262752,0,0,10500,10500,0,0,1294683,1169930
246914,2009,781625,745241,35240,35240,4249,4249,0,0,68718,68718,389,389,0,0,83,83,32599,32599,81417,0,7382,6522,99220,99220,136637,136637,0,0,11250,11250,0,0,1258809,1140148
246914,2010,826118,763800,37124,37124,5265,5265,0,0,71442,71442,503,503,0,0,244,244,41498,41498,78455,0,10916,7656,102192,102192,115159,115159,0,0,11200,11200,0,0,1300116,1156083
246914,2011,862900,734129,39305,39283,2803,2803,0,0,73368,73368,61,61,0,0,1168,1168,41830,41830,68800,0,28832,28832,109925,109925,154274,154274,0,0,13000,2200,0,0,1396266,1187873
246914,2012,742894,716187,35014,35014,1620,1620,0,0,74028,74028,0,0,0,0,78,78,36382,36382,66435,0,18307,18087,111906,111906,115531,115531,0,0,14000,14000,0,0,1216195,1122833
246914,2013,749164,732108,38539,29959,2625,2625,0,0,73804,73804,0,0,0,0,73,73,40162,40162,65046,0,20432,20432,112155,112155,99188,99188,0,0,9560,9560,0,0,1210748,1120066
246914,2014,634801,601592,39241,39241,2212,1142,0,0,69117,69117,0,0,0,0,56,56,48483,48483,67257,0,22173,20777,102179,102179,87386,87386,0,0,20228,20228,11901,11901,1105034,1002102
246914,2015,672327,636712,41550,41550,5676,821,0,0,60267,60267,0,0,0,0,556,556,47509,47509,74091,0,31243,27227,85653,85653,90696,90696,13431,0,46980,46980,12327,12327,1182306,1050298
246914,2016,742523,693004,43624,43624,5597,2518,0,0,86083,86083,50,0,0,0,794,794,51991,51991,80670,0,20863,19134,108632,108632,144176,144176,480,0,67727,67727,12546,12546,1365756,1230229
246914,2017,746136,706306,45522,45522,3583,549,0,0,90049,90049,6965,6965,0,0,2656,2656,45433,45433,95981,0,28340,22341,92821,92821,172527,172527,857,600,108005,108005,13659,13659,1452534,1307433
246914,2018,826514,761323,43784,43784,4802,3195,0,0,99051,99051,11000,11000,0,0,918,918,39362,39362,71564,0,22054,18055,92195,92195,205410,205410,2568,2568,183930,183930,13883,13883,1617035,1474674
246914,2019,926100,824554,29770,29770,5228,5228,0,0,102522,102522,14000,14000,0,0,1053,1053,61336,61336,87774,0,26341,19124,99713,99713,164711,164711,1252,1252,177212,177212,16703,16703,1713715,1517178
247901,2005,14894570,12031736,349633,339640,748865,281522,449364,246943,1453291,1277841,1005737,564809,144953,104027,273620,245284,1501915,1501915,1814447,0,670192,670192,1620107,1617116,2469421,2428404,13647,13647,10630,10630,122767,46252,27543159,21379958
247901,2006,15726041,12860987,457260,447523,763754,277711,439029,249995,1625254,1432147,1095133,657663,171055,120919,309789,281983,1816196,1816196,1912613,0,669466,669466,1655067,1652113,2747770,2698644,82958,58115,14345,14345,145321,115208,29631051,23353015
247901,2007,15611620,12283187,437757,435643,357922,318680,461386,240308,1674388,1444503,1323948,834539,156650,105153,265873,243018,1774450,960480,1886340,0,871303,871303,1900929,1900929,2738079,2733996,87570,69457,9424,9424,136941,117478,29694580,22568098
247901,2008,16267295,13012109,469018,465255,473797,442139,485282,238017,1736110,1493317,1289504,792961,140522,92611,302934,278985,2042729,0,1861052,0,957117,957117,1935221,1935221,2755063,2744323,95845,78885,14394,14394,155635,112434,30981518,22657768
247901,2009,17940597,13680966,453045,453045,528956,473891,353703,189066,1778865,1377047,1244861,888915,93632,93632,297473,293878,2633244,0,1377879,0,1017086,1017086,2104739,2104739,2853791,2850709,56037,51229,11038,11038,123758,67154,32868704,23552395
247901,2010,18750101,13745693,467377,467377,595578,496507,367730,119729,1996330,1555382,1232494,886419,64624,58977,325906,322269,2927580,0,1590827,0,944827,944827,1747879,1747879,3226823,3221808,106624,102034,12695,12695,102402,38600,34459797,23720196
247901,2011,19477205,13685903,490088,481497,909100,657060,296709,63473,2285266,1611365,1436243,1073210,171927,100344,316507,312879,2767297,0,1744865,0,937021,937021,1705195,1705195,3600413,3599750,96317,96317,14255,14255,46220,19814,36294628,24358083
247901,2012,18425100,13224023,489420,488317,953542,653159,258707,53945,2119082,1520104,1442376,1067837,190214,103823,213865,210232,2804141,0,1590554,0,887340,887340,1763843,1763843,3104121,3098071,93485,90163,10715,10715,108785,79884,34455290,23251456
247901,2013,19297826,15264044,305134,305096,337323,233253,266614,221938,1975962,1464940,1238013,1093081,121302,44816,212763,212763,2914795,0,1521769,0,731786,731786,1762500,1761300,3019902,3018365,93906,93906,232945,232945,124959,95866,34157499,24774099
247901,2014,18145954,15634741,308057,308057,157072,98874,242498,209027,1966947,1606528,1285543,1117206,81130,81130,259966,234047,2990575,0,1763093,0,901524,901524,1518728,1518728,3841058,3839580,107687,107019,426775,426775,43039,13635,34039646,26096871
247901,2015,18370163,15846401,327110,327110,223995,25955,625052,625052,1786803,1516912,1101863,925007,26188,26188,284582,247586,2711083,226083,1756879,0,1122313,1122313,1142557,1142557,4209783,4185094,39382,38105,466175,466175,21528,17109,34215456,26737647
247901,2016,18811009,16586542,276338,276338,212840,95804,703911,703911,1874811,1591281,1160816,1086236,26281,26281,313314,282772,2513381,0,1805111,0,1408000,1408000,1195809,1184844,4068067,4028770,214437,214437,548032,548032,22752,17106,35154909,28050354
247901,2017,19786171,16852708,297180,297180,201811,14116,736084,696414,1803848,1605467,1087596,1006965,28292,28292,304325,272668,1876467,1876467,1831045,0,1380191,1380191,1232493,1232493,4132272,4000857,220636,216226,931189,931189,21948,16190,35871548,30427423
247901,2018,19186352,16986872,295197,295197,138783,13641,686161,614612,1832420,1627199,1201207,987353,82730,60631,322706,292867,1893299,1893299,1735105,0,1329318,1329318,1204458,1204458,4359864,4197448,283229,278381,661287,661287,23076,14350,35235192,30456913
247901,2019,20160081,17043267,263472,260972,300423,129032,715971,572772,1805661,1599861,1394658,886845,76022,75876,313143,276709,1934354,1934354,1942904,0,1471880,1471880,1190561,1190582,4070267,3955138,388713,381956,891360,891360,19174,17098,36938644,30687702
247903,2005,9423493,8536055,374272,371531,168551,100458,142323,132011,746208,742025,564365,473452,0,0,116194,114495,572915,565452,864458,0,382995,382377,712695,710831,1266097,1252959,38159,38159,346266,344866,21420,20091,15740411,13784762
247903,2006,10198800,9216163,371640,368610,318312,252277,114612,114105,868027,863308,667024,525462,0,0,113099,111450,657652,650305,885635,0,537332,536517,743604,741491,1447788,1432900,39963,39963,363099,362296,31399,26986,17357986,15241833
247903,2007,10655749,9917772,378938,378916,214968,210789,158592,158592,899263,899263,752533,589668,0,0,126106,126106,685032,685032,870240,0,583758,583758,780361,780361,1648104,1648104,44786,44786,421998,421998,37674,24999,18258102,16470144
247903,2008,12063924,11206695,410532,410532,205098,203968,162825,162825,841549,841549,545872,374745,0,0,140303,132477,843072,843072,1029021,0,613256,613256,688973,688973,1932960,1932960,40164,40164,424248,424248,43529,30114,19985326,17905578
247903,2009,13232010,12158762,441158,441158,131700,131255,161246,161246,918999,918999,717282,499649,0,0,138627,138627,815431,815431,1054980,0,613461,613461,567660,567660,2129338,2129338,61691,61691,418214,418214,19335,12377,21421132,19067868
247903,2010,13229886,12148408,385831,385831,238526,192420,214489,195903,1006301,1006301,779821,521531,0,0,142673,142673,781791,781791,1086239,0,616350,616350,574455,574455,2242531,2242531,69828,69828,306620,306620,21765,19301,21697106,19203943
247903,2011,12787973,11381726,369426,369426,90330,90090,188674,188674,922267,922267,606884,569880,0,0,141315,141315,785098,785098,1166565,0,626342,623217,594191,594191,2258479,2258479,102675,102675,500647,302275,20739,17877,21161605,18347190
247903,2012,11946783,10699289,326736,320252,230254,230254,228481,228481,964121,964121,789243,742837,0,0,153336,153336,838264,837654,1157136,0,1093808,605523,717568,717568,2146816,2146816,125054,125054,315357,315357,25593,22654,21058550,18109196
247903,2013,13053355,12282701,305897,305897,265151,265151,262237,262237,1075663,1075663,867639,795228,0,0,152954,152954,862085,862085,1270150,0,1106040,608909,679561,679561,2287292,2287292,129757,129757,985403,985403,21552,21552,23324736,20714390
247903,2014,13637788,12627136,408421,408421,346156,323003,306774,306674,1197085,1196735,898992,857953,0,0,148653,148653,878530,878530,1378998,0,1297301,762661,914999,914999,2530884,2530884,134864,134864,518910,518910,2173,2173,24600528,21611596
247903,2015,13080518,12238342,408648,408648,182581,172321,275324,273934,1077902,1077902,817402,817402,0,0,176826,176826,802984,802984,1306954,0,1221771,701529,912482,912482,2236484,2236484,131128,131128,566239,566239,7022,7022,23204265,20523243
247903,2016,15523628,14438868,459712,459712,176719,147163,438141,398380,1256359,1256359,986832,986832,0,0,264295,264295,899162,899162,1440319,15594,1510042,744892,1030210,1030210,3232522,3232522,142725,142725,645056,645056,442,442,28006164,24662212
247903,2017,16306886,15352213,426600,426600,183466,143077,480128,476044,1320289,1293181,885295,885295,0,0,284918,284918,976202,976202,1348141,37802,1713773,929489,1321796,1321796,3218539,3218539,166603,166603,732523,732523,763,0,29365922,26244282
247903,2018,16968894,15899154,434944,434915,118816,79619,797426,761036,1325250,1325250,898979,877756,0,0,279492,279492,1187362,1187362,1309793,36755,1775069,1010324,1454983,1454983,3394103,3394103,159010,159010,958626,926813,0,0,31062747,27826572
247903,2019,16776664,15666100,445468,445468,87804,34494,980779,973958,1466728,1466728,1051763,1047167,0,0,316409,316409,1189089,1189089,1295413,5448,1893300,1115409,1415137,1415137,3276165,3276165,435540,435540,887602,811450,0,0,31517861,28198562
247904,2005,2953931,2634505,95490,94407,66131,58322,58132,53669,304733,302608,59969,59071,0,0,56284,55784,159423,157881,227818,5454,286580,274082,295503,293878,417205,413934,1465,1465,78459,77876,0,0,5061123,4482936
247904,2006,3049509,2691955,97496,96566,67854,61905,55608,51173,323314,321459,59304,58839,0,0,53598,53098,142865,141461,232515,0,291076,289726,310952,309685,444460,442045,712,712,90566,90143,0,0,5219829,4608767
247904,2007,3269176,2985535,108019,108019,40872,20411,8159,3838,334049,334049,79226,72318,0,0,38721,38721,126944,126944,262377,0,306432,305619,335228,335228,467252,467252,1842,1842,106081,106081,0,0,5484378,4905857
247904,2008,3436029,3095380,108742,107934,27590,17047,56842,52585,349409,349409,39457,37296,0,0,41994,41994,133061,133061,300225,7116,331388,331388,362469,362469,515024,515024,2652,2652,122684,122684,150,0,5827716,5176039
247904,2009,3501788,3229968,121102,119591,21129,21129,58748,54958,379099,359453,74080,45161,0,0,44926,44926,136960,136960,335559,7656,416779,416779,302572,300379,542092,542092,2111,2111,126483,126483,0,0,6063428,5407646
247904,2010,3858113,3500324,125371,121004,23262,23262,66095,58164,406816,374319,55047,54547,0,0,47558,47258,146389,146389,355633,8103,383928,383928,333636,322724,537448,537448,2171,2171,119328,100926,0,0,6460795,5680567
247904,2011,3876516,3355821,128962,125709,34816,29594,67306,61105,417785,379760,60596,60596,0,0,48686,48686,133923,133923,381420,8098,400254,400254,344265,341633,584529,575772,2605,2605,126782,126782,0,0,6608445,5650338
247904,2012,3890728,3526654,124495,124212,38028,30989,78490,75551,400047,372162,81944,81944,0,0,47506,47506,157063,157063,402066,7491,373483,373483,357253,353141,565242,554760,2960,2960,121049,121049,0,0,6640354,5828965
247904,2013,4331345,4064796,113002,113002,36590,9687,141507,131099,429012,392676,215496,200540,0,0,50129,50129,169189,169189,444107,7600,398976,398976,390409,388192,598428,587984,17768,17768,126892,126892,0,0,7462850,6658530
247904,2014,4524866,4197713,108657,108657,42411,17319,215785,206363,475729,421395,197284,193547,0,0,55149,55149,194969,194969,517663,10102,392064,392064,437789,435617,667488,655462,4878,4878,169073,169073,0,0,8003805,7062308
247904,2015,4541285,4205908,66175,66175,44030,18886,212263,209669,458094,434453,184173,184173,0,0,54351,54351,187190,187190,479391,10953,535984,535984,465300,462954,636519,625293,12772,12772,132369,132369,0,0,8009896,7141130
247904,2016,4186979,3885738,56289,56289,92398,75034,137009,133233,435782,405995,195588,195588,0,0,58372,58372,183198,183198,478091,9962,541539,541539,400373,398989,741900,727931,13711,13711,136775,136775,92,0,7658096,6822354
247904,2017,4202221,3922388,64042,64042,86228,75275,121991,121991,445097,412069,190643,190643,0,0,54968,54968,223456,223456,500510,10674,638936,638936,396701,395439,758061,747744,8650,8650,134380,134380,0,0,7825884,7000655
247904,2018,4242081,3953848,65308,65308,41306,4728,98421,98421,440029,410787,231566,231566,0,0,71710,71710,369411,369001,479870,10356,662303,662303,417111,412434,845941,835948,199695,199695,155720,155720,0,0,8320472,7481825
247904,2019,4614972,4260257,74118,74118,35164,6805,125458,125458,436604,406590,260777,252282,0,0,97340,97340,437340,437340,503881,11581,762262,762262,405642,400612,820120,808732,125568,125568,148416,148416,0,0,8847662,7917361
247906,2005,3439359,2955628,134657,131539,30764,7832,137303,131716,277343,275334,140722,139286,0,0,64962,64244,185168,182702,274405,0,230609,229737,314279,313393,493465,489409,11158,11158,41405,41405,0,0,5775599,4973383
247906,2006,3714041,3233113,79843,77596,19120,8749,151294,145466,294608,292604,189044,187213,0,0,66952,65987,202483,199903,367972,0,290871,289807,325147,324641,597787,592923,9357,9357,58327,58327,0,0,6366846,5485686
247906,2007,4107006,3664860,84120,82581,30622,8251,219245,153532,300420,300293,197695,197568,0,0,67258,67174,147921,147664,341083,0,301134,301042,411560,411560,513908,512908,7920,7920,79901,79901,0,0,6809793,5935254
247906,2008,3941820,3489128,76440,75404,29140,14501,220840,153140,303155,303155,190237,190237,0,0,70087,67647,5788,5788,385997,0,270821,270821,330353,330353,519291,516791,5777,5777,119499,119499,2790,0,6472035,5542241
247906,2009,4384208,3707476,69306,69306,17928,9512,160488,93284,315510,315510,191569,191569,0,0,69046,69046,5084,5084,376524,0,259026,259026,378577,378577,583310,583310,7203,7203,101029,101029,2188,0,6920996,5789932
247906,2010,4641542,3958731,75601,75601,26635,11782,107537,96989,322613,322613,198028,198028,0,0,70545,70545,6657,6657,359663,0,271005,271005,356628,356628,701288,699660,10292,10292,139644,139644,2736,0,7290414,6218175
247906,2011,4485196,4203176,72930,72930,28100,11281,101545,93936,323310,323310,215134,215134,0,0,71803,71803,2640,2640,369745,0,266349,266349,302899,302899,731135,492784,9597,9597,148039,148039,3600,0,7132022,6213878
247906,2012,4312892,3875552,67901,67901,30272,13393,147740,142999,328528,328528,182100,182100,0,0,71991,71991,2655,2655,411383,0,306866,306866,296443,296443,713305,713305,9289,9289,136701,136701,2158,0,7020224,6147723
247906,2013,4320460,4081164,66484,66484,30021,13696,123436,119271,328053,328053,221223,221223,0,0,72418,72418,2565,2565,410225,0,304857,304857,287500,287500,742536,742536,7551,7551,125772,125772,5960,0,7049061,6373090
247906,2014,4520863,4234548,71491,71491,19670,12410,132033,131196,339418,339418,257892,257892,0,0,75489,75489,85152,61972,448462,0,309611,309611,314741,314741,770968,764368,7582,7582,129712,129712,5760,0,7488844,6710430
247906,2015,4706782,4466804,74932,74932,39453,10358,56854,56016,369449,369449,273892,273892,0,0,79798,79798,358599,335316,460111,0,307785,307785,322973,322973,871181,864581,7733,7733,125439,125439,5760,0,8060741,7295076
247906,2016,4801758,4584858,77761,77761,39919,11973,59698,58876,384547,384547,278292,278292,0,0,82199,82199,366083,347333,434833,0,325660,325660,316191,316191,941725,935125,7798,7798,137233,137233,5760,0,8259457,7547846
247906,2017,4893127,4618987,78664,78664,38053,8439,67226,62907,392089,392089,282187,282187,0,0,91788,91788,409815,386557,453801,0,339690,339690,309137,309137,962143,955543,7636,7636,145541,141663,0,0,8470897,7675287
247906,2018,4899479,4695262,83517,83517,40406,6165,66226,61434,408248,408248,290914,290914,0,0,69387,69387,334683,307853,443340,0,323956,323956,308114,308114,845256,838656,3128,3128,133772,133772,920,0,8251346,7530406
247906,2019,5017470,4664321,69159,69159,42506,6360,63904,57646,412176,412176,299293,299293,0,0,75741,75741,290808,290808,450666,0,341705,341705,345884,345884,785068,785068,17772,17772,130308,130308,0,0,8342460,7496241
248901,2005,6696821,4888100,112491,44434,102972,139,473094,115118,635554,631012,126354,124075,23459,22959,133547,126928,170912,167458,607012,0,463133,461684,365632,365382,1844480,1810141,16967,13367,365443,361758,0,0,12137871,9132555
248901,2006,6614027,4746951,129274,37702,199232,0,467557,121985,729753,725309,166523,164531,23666,23166,198625,192016,185902,166062,644156,0,477511,475920,409369,409115,1893669,1864320,16279,12279,353636,349890,0,0,12509179,9289246
248901,2007,6779195,4979681,124129,38754,200306,0,489986,134462,775590,775590,185957,183626,24181,24181,198014,190787,177495,151524,717523,0,482076,482076,460501,460501,1704665,1691172,39579,11825,374789,374789,0,0,12733986,9498968
248901,2008,6769089,5123101,124144,38823,172643,0,541727,152468,783146,783146,246083,246083,26374,26374,193405,189285,198693,174051,762979,0,508512,508512,468325,468325,1718525,1709331,17905,14305,397928,397928,0,0,12929478,9831732
248901,2009,7209071,5668330,112318,45265,219008,0,598931,140792,849748,849748,210152,204688,28148,28148,199681,191789,185382,159505,785276,0,598998,598998,493830,493550,1740342,1740342,30678,12247,407516,407516,0,0,13669079,10540918
248901,2010,7274606,5822903,95314,38454,142222,0,608089,145830,840091,840091,198180,187814,29128,29128,182626,175355,161451,161451,790789,0,599076,599076,543297,543297,1792646,1777501,14601,14601,424517,424517,0,0,13696633,10760018
248901,2011,7923693,6724575,106542,46968,217429,108933,635748,162770,901301,901301,209801,198513,28643,28643,150436,141458,197668,197668,796809,0,646096,646096,515100,515100,1783648,1768208,10945,10945,464005,464005,0,0,14587864,11915183
248901,2012,7326583,6534051,105907,45146,126389,37081,650795,170704,958772,958772,210638,209918,0,0,156494,154878,206454,206454,782722,0,575679,575679,522966,522966,1747371,1731931,8279,8279,494593,494593,0,0,13873642,11650452
248901,2013,7602625,6874489,109381,46822,190509,99454,668207,183406,984376,984376,223957,221053,0,0,152138,152138,254899,254899,853143,0,699523,699523,537905,537905,1738200,1722760,8738,8738,580039,580039,0,0,14603640,12365602
