DISTRICT,DA0CA10R,DA0CC10R,DA0CS10R,DA0CT10R,DACRB10R,DACRM10R,DACRR10R,DB0CA10R,DB0CC10R,DB0CS10R,DB0CT10R,DBCRB10R,DBCRM10R,DBCRR10R,DECRB10R,DECRM10R,DECRR10R,DF0CA10R,DF0CC10R,DF0CS10R,DF0CT10R,DFCRB10R,DFCRM10R,DFCRR10R,DH0CA10R,DH0CC10R,DH0CS10R,DH0CT10R,DHCRB10R,DHCRM10R,DHCRR10R,DI0CA10R,DI0CC10R,DI0CS10R,DI0CT10R,DICRB10R,DICRM10R,DICRR10R,DLCRB10R,DLCRM10R,DLCRR10R,DM0CA10R,DM0CC10R,DM0CS10R,DM0CT10R,DMCRB10R,DMCRM10R,DMCRR10R,DRCRB10R,DRCRM10R,DRCRR10R,DSCRB10R,DSCRM10R,DSCRR10R,DW0CA10R,DW0CC10R,DW0CS10R,DW0CT10R,DWCRB10R,DWCRM10R,DWCRR10R,D20CA10R,D20CC10R,D20CS10R,D20CT10R,D2CRB10R,D2CRM10R,D2CRR10R,D30CA10R,D30CC10R,D30CS10R,D30CT10R,D3CRB10R,D3CRM10R,D3CRR10R,D40CA10R,D40CC10R,D40CS10R,D40CT10R,D4CRB10R,D4CRM10R,D4CRR10R
"210906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"211901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"211902",19.1,21.9,-1,91.4,38,65,54,.,.,.,.,-1,-1,-1,29,65,41,19.9,21.4,-1,100,29,43,57,17.3,8.3,.,66.7,16,53,37,.,.,.,.,-1,-1,-1,-1,-1,-1,18.5,22.2,-1,85.7,43,78,52,16,42,37,-1,-1,-1,20.3,30,-1,-2,61,78,72,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"212801",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"212803",.,.,.,0,-1,-1,20,.,.,.,-1,-1,-1,-1,-1,-1,20,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,0,-1,-1,20,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,20,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"212901",20.3,19.2,992,47.3,47,61,57,17.8,0,-1,60,20,40,30,40,60,55,19.6,13.3,973,55.6,56,60,68,-1,-1,-1,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21.2,27.3,1014,39.3,38,62,46,29,38,42,-1,-1,-1,21.1,28.6,984,42.4,52,68,61,-1,-1,.,60,60,60,80,-1,-1,-1,-2,-1,-1,-1,.,.,.,.,-1,-1,-1
"212902",21,23.2,946,50.9,52,60,71,-1,16.7,-1,60,55,64,73,36,50,54,22.4,31.3,955,52.5,56,60,83,-1,-1,-1,40,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.4,12.5,934,49,46,59,58,30,33,60,-3,17,18,21.3,25.5,956,52.2,53,61,73,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"212903",20.3,26.9,985,59.5,64,73,76,21.6,25,959,50,47,53,50,39,56,63,20.5,20.6,954,58.6,66,72,79,-1,-1,-1,25,46,62,69,.,.,.,-1,-1,-1,-1,-1,-1,-1,20.1,35.3,1032,60.7,62,74,72,34,54,53,-1,-1,33,20.4,27.9,987,62.3,68,75,80,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"212904",18.6,15.4,942,68.4,46,66,58,-1,-1,-1,37.5,-3,13,25,36,50,55,18,5,897,83.3,44,68,62,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,19.8,26.3,978,57.6,47,65,56,8,29,36,-1,-1,-1,18.9,18.2,952,71.7,52,73,63,.,.,.,.,-1,-1,-1,-1,-1,.,-2,-1,-1,-1,.,.,.,.,-1,-1,-1
"212905",18.9,22.5,1003,58.6,44,58,58,16.2,4.9,846,69.3,27,42,43,26,43,40,19,21.3,993,61.8,45,57,62,16.9,13.2,990,41.4,33,54,42,-1,-1,-1,60,-1,40,-1,5,36,10,18.9,24,1015,55.3,43,59,52,13,29,32,2,2,7,23.7,42.9,1071,62.6,65,72,80,-1,-1,-1,57.1,71,-4,71,23.4,53.8,1136,86.7,85,93,85,.,.,.,.,-1,-1,-1
"212906",22.7,38.8,1038,50.3,63,74,76,18,0,832,51.9,35,48,67,48,60,72,22.7,36.3,1023,55.2,69,77,85,-1,42.9,1086,36.8,39,44,63,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,22.7,41.8,1055,45.6,58,71,68,41,55,63,11,22,18,22.9,42.5,1056,52.2,68,78,79,.,.,.,0,67,83,83,-1,60,-1,83.3,83,-4,83,.,.,.,.,-1,-1,-1
"212909",18.8,11.5,899,67.5,48,59,68,17.1,0,807,87.9,42,44,54,43,54,64,19.1,12.3,906,69.5,53,61,74,18.3,3.4,873,56.9,40,56,67,.,.,.,-1,-1,-1,-1,13,50,13,18.3,10.6,890,65.3,44,56,62,17,30,46,-3,-3,20,19.9,20.5,953,71,58,69,75,.,.,.,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"212910",17.6,14.8,941,65.9,45,57,62,14.8,0,-1,90.9,33,47,40,36,56,52,15.1,0,859,70,45,55,68,17.6,12.5,874,88.9,67,67,78,.,.,.,.,-1,-1,-1,-1,-1,-1,20.4,30.8,1023,61.9,44,60,56,26,35,48,-3,-3,43,21.5,33.3,1088,42.9,43,61,70,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"213801",-1,25,942,11.9,19,32,46,.,.,.,.,-1,-1,-1,6,16,38,-1,20,-1,13.9,25,35,61,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,9.7,13,29,32,8,19,40,-1,-1,-1,-1,25,942,12.7,17,31,44,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"213901",19.8,21,952,87.1,51,71,58,.,.,.,.,-1,-1,-1,42,63,47,19.7,19.2,915,-2,53,71,61,17.5,7.7,842,86.7,32,61,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.1,24.1,1018,64.4,49,72,55,21,32,40,-3,17,13,20.3,26.4,1010,88.3,59,75,68,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"214901",16.4,3.4,921,64.8,38,57,52,.,.,.,.,-1,-1,-1,38,56,52,16.1,2.6,865,71,39,55,56,16.3,3.4,918,64.7,38,57,52,.,.,.,.,-1,-1,-1,4,33,10,16.8,4.7,988,57.1,37,59,48,19,40,34,-3,20,5,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"214902",18.8,15.8,-1,-2,28,61,39,.,.,.,.,-1,-1,-1,21,57,36,20.2,22.2,-1,-2,50,75,50,18.5,11.8,-1,-2,29,65,35,.,.,.,.,-1,-1,-1,-1,-1,-1,17.6,10,.,-2,10,50,30,-3,33,17,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"214903",16.8,3.3,.,67,40,65,48,.,.,.,.,-1,-1,-1,39,63,48,16.7,1.5,.,74.3,43,64,52,16.8,3.3,.,66.9,40,65,48,.,.,.,.,-1,-1,-1,-3,13,-3,17,5.9,.,58.2,36,66,43,20,47,33,-3,-3,-3,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"215901",22.9,28.3,964,51.1,56,69,66,.,.,.,.,-1,-1,-1,42,59,44,21.7,16,929,53.2,60,69,69,-1,16.7,928,23.1,40,58,44,.,.,.,-1,-1,-1,-1,-1,-1,-1,24.4,42.9,1011,48.8,51,69,61,21,38,38,-1,-1,-1,23,28.2,970,65,62,74,74,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"216901",19.7,20,.,55.6,44,58,72,.,.,.,.,-1,-1,-1,44,67,67,19.4,20,.,71.4,71,71,86,-1,-1,.,33.3,33,50,78,.,.,.,.,-1,-1,-1,-1,-1,-1,20,20,.,45.5,27,50,64,-3,29,50,-1,-1,-1,19.4,14.3,.,77.8,56,67,67,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"217901",21.1,25,.,53.3,53,53,69,.,.,.,.,-1,-1,-1,-1,-1,-1,19.8,20,.,55.6,44,44,60,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,50,67,67,83,-3,-3,17,-1,-1,-1,21.7,33.3,.,60,60,60,64,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"218901",18.8,10.6,-1,81,51,63,69,.,.,.,.,-1,-1,-1,47,53,76,19.1,11.1,.,84.4,50,50,76,18.4,6.3,.,80,49,59,70,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,18.4,10,-1,76.9,52,80,60,26,35,52,-1,-1,-1,19.9,23.1,-1,76.5,59,76,65,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"219901",20.4,17.6,.,-2,73,80,80,-1,-1,.,-2,-1,-1,-1,60,60,80,21.9,22.2,.,-2,71,86,86,-1,-1,.,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,18.8,12.5,.,-2,75,75,75,-1,-1,-1,-1,-1,-1,21.2,23.1,.,-2,91,91,91,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"219903",18.3,20.8,-1,48,35,50,44,.,.,.,-1,-1,-1,-1,24,48,30,17.3,0,.,51.9,36,44,46,15.9,0,.,33.3,23,42,29,.,.,.,-1,-1,-1,-1,-1,-1,-1,19.6,50,-1,43.5,33,57,41,19,38,26,-1,-1,-1,20.5,38.5,-1,92.9,60,73,67,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"219905",17,0,.,60,25,50,31,.,.,.,.,-1,-1,-1,43,57,57,-1,-1,.,20,40,80,40,-1,-1,.,16.7,33,67,50,.,.,.,.,-1,-1,-1,-1,-1,-1,16.8,0,.,100,14,29,25,25,38,33,-1,-1,-3,16.8,0,.,-2,17,33,14,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"220801",-1,10,959,76.9,62,77,77,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,20,1012,83.3,50,50,83,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,.,0,906,71.4,71,-4,71,-1,-1,-1,-1,-1,-1,-1,14.3,939,70,50,70,70,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"220802",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"220804",.,-1,-1,2.5,8,15,26,.,-1,-1,3,6,13,11,14,17,26,.,-1,-1,4.8,11,16,36,.,.,.,0,11,22,30,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,0,5,14,14,11,14,21,-1,-1,-1,.,-1,-1,12.5,-3,-3,60,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"220808",.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"220809",23.4,53.1,1110,-2,83,90,93,-1,-1,-1,-2,-1,-1,-1,-1,-1,-1,22.2,36.4,1035,-2,74,84,89,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,25.5,90,1253,100,-4,-4,-4,-1,-1,-1,-1,-1,-1,23.6,60,1128,-2,83,92,92,-1,-1,.,-2,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"220810",25.9,69.2,1179,-2,75,75,79,.,.,.,.,-1,-1,-1,-1,-1,-1,24.8,62.5,1153,-2,71,71,79,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,27.2,80,1213,-2,80,80,80,-1,-1,-1,-1,-1,-1,26.2,73.7,1196,-2,83,83,83,.,.,.,.,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,.,.,.,.,-1,-1,-1
"220811",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"220812",-1,-1,-1,11.8,7,20,40,-1,-1,.,10,-1,-1,-1,-3,14,57,.,.,.,0,11,22,56,.,.,.,0,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,-3,17,17,-3,-3,33,-1,-1,-1,-1,-1,-1,20,10,30,40,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"220813",.,-1,-1,-2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"220814",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"220815",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"220816",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"220901",21.4,32.7,1010,64.9,52,66,65,17.7,12.8,888,72.1,34,46,53,35,55,48,21.2,29.5,989,69.2,53,63,68,20,19.8,961,45.7,40,59,54,-1,-1,-1,57.1,50,50,57,11,45,16,21.7,36.6,1037,60.3,52,70,62,26,43,47,7,17,16,24,47.5,1087,69.9,67,79,77,22,50,1112,65.1,65,73,75,22.9,38.8,1043,85.7,63,81,68,.,.,.,.,-1,-1,-1
"220902",21.7,34.4,1019,56.7,59,67,75,17.5,15.1,908,70.7,41,49,66,45,54,69,21.8,34.4,1017,60.3,61,67,82,20,21.7,964,45.4,51,60,71,-1,-1,-1,40,67,78,67,-3,33,10,21.6,34.6,1022,52.5,56,66,67,29,38,56,4,14,12,22.5,40.7,1052,59.4,63,70,78,-1,57.1,1087,50,62,77,77,21.5,19.5,949,62.1,51,65,65,.,-1,-1,33.3,67,67,-4
"220904",16.1,6,858,64.6,35,56,50,15.6,1.3,813,67.8,24,43,40,34,55,50,16.7,9.5,870,66.7,37,54,53,16,4.5,874,60.3,46,69,61,.,.,.,.,-1,-1,-1,-1,-1,-1,15.4,1.7,842,62.1,33,59,46,18,32,33,-3,17,-3,-1,37.5,1016,53.3,71,93,79,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"220905",17.9,15.8,903,59.3,37,50,53,16.2,3.3,817,68.8,24,38,41,31,46,47,17.6,13.2,885,63.7,38,50,56,16.8,7,856,51.2,33,48,50,-1,-1,-1,13.8,19,29,44,1,20,2,18.4,19.3,927,54.2,35,51,49,15,26,33,1,7,5,23,46.8,1086,71.3,65,74,78,16.8,21.7,956,46.9,33,48,52,20.7,37.7,996,93.2,54,73,66,-1,-1,-1,-1,-1,-1,-1
"220906",24.1,51.4,1090,82.6,75,79,87,19,14.8,923,79.4,47,52,78,42,51,69,23.8,48.1,1068,88.4,74,77,89,22.3,25,993,53.6,58,65,72,-1,-1,-1,37.5,33,33,83,7,21,7,24.4,55.4,1116,76.5,75,81,84,28,33,61,18,23,47,24.2,54.7,1098,85.7,78,82,89,24.9,44,1063,83.3,66,69,79,25.8,61.2,1171,98.5,78,83,88,-1,-1,-1,-1,-1,-1,-1
"220907",22.9,41.3,1050,70.4,68,76,82,19.4,18.6,945,70,47,54,71,48,57,68,22.7,36.4,1035,74.1,70,74,86,21.1,25.3,979,60.8,59,67,76,-1,-1,.,14.3,-1,-1,-4,7,14,30,23.1,46.8,1067,66.8,67,77,79,36,46,63,7,18,26,23.4,47.7,1075,71.3,71,79,85,22.1,28.6,1021,70,82,82,94,23.6,35.4,1032,90,77,85,83,-1,-1,.,-1,-1,-1,-1
"220908",21.1,25.5,989,64.4,57,66,73,17.8,10.3,903,68,41,52,64,44,54,63,21.3,21.4,971,67.2,57,64,77,20.8,17.5,949,48.8,48,61,66,-1,0,947,42.9,53,53,87,15,29,25,21,30.4,1011,61.4,57,69,69,25,38,51,9,11,15,22.3,35.5,1044,68.4,68,76,80,20.8,28.6,979,61.8,55,61,70,23.9,36.8,1054,73.1,67,79,77,.,0,1010,85.7,71,86,86
"220910",16.3,18.6,974,53.6,48,70,57,-1,-1,-1,37.5,-3,38,43,44,74,50,17.8,22.9,982,64.8,59,68,70,18,7.1,947,53.8,47,66,58,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,12.5,961,42.9,37,73,44,32,62,45,-1,-1,-1,-1,33.3,1020,55.1,56,80,57,.,.,.,.,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"220912",20.5,25.8,956,65.5,46,57,65,18,10.3,852,68,29,39,55,33,44,51,20.9,24.8,947,69.1,45,55,66,20.2,20,940,60.1,48,57,65,-1,9.1,971,50,47,63,63,10,38,13,19.9,26.8,965,61.8,47,60,63,19,28,48,4,4,33,22.5,41.5,1045,67.4,60,72,73,.,-1,-1,-1,-1,-1,-1,23.6,36.8,1033,61.3,55,74,68,.,.,.,.,-1,-1,-1
"220914",20.5,28.4,979,59.2,55,63,74,17.4,11.1,885,64.3,48,63,63,56,64,76,21,25.9,943,66.7,54,57,81,19.3,6.3,919,50,59,63,84,.,.,.,.,-1,-1,-1,-1,-1,-1,19.9,31.4,1018,52.6,55,69,67,28,39,59,-1,-3,-1,21.1,31.3,997,59.3,52,61,72,-1,-1,-1,-1,-1,-1,-1,-1,85.7,1158,77.8,88,88,88,.,.,.,.,-1,-1,-1
"220915",22.6,30.4,1018,50.9,54,70,63,-1,-1,-1,-1,-1,-1,-1,44,68,55,21.8,19.5,995,51.3,53,64,70,-1,23.1,1005,33.3,56,65,66,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23.1,39.6,1039,50.6,54,75,58,27,42,42,-3,-3,11,22.4,30.3,1016,53.1,52,71,63,21.4,20,-1,55.6,88,78,88,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"220916",22.1,33.7,1026,58,69,76,81,19.1,12.7,925,63.8,48,53,73,53,62,70,22.3,34.2,1020,58.2,68,73,85,21.3,27.1,1006,40.8,56,66,75,-1,-1,-1,42.9,67,-4,67,31,53,34,21.9,33,1033,57.8,69,78,77,38,50,62,30,36,41,23.1,41.2,1054,60.7,76,82,85,19.9,18.2,1003,57.9,79,84,90,22.7,32.1,1032,78.8,75,87,80,19.1,13.3,940,46.9,68,72,82
"220917",18.7,6.7,867,54.9,48,61,65,-1,-1,.,-1,-1,-1,-1,50,58,70,18.1,7.4,854,56.8,49,55,71,18,3.8,832,57,46,56,67,.,.,.,-1,-1,-1,-1,-3,38,-3,19.7,5.6,886,52.2,46,70,57,36,50,57,-1,-1,-1,20.3,11.4,918,56.5,49,69,61,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"220918",21.9,25.7,990,49.7,53,63,68,18.1,2.2,869,63.4,34,49,49,37,50,58,21.4,21.7,967,51.9,53,59,73,20.4,17.5,952,40.9,41,53,63,-1,-1,-1,44.4,44,67,78,-1,-1,-1,22.4,30.3,1016,47.3,53,68,63,19,28,48,-3,9,29,23.5,33.7,1036,50,62,72,73,-1,26.7,961,65.2,57,57,87,23,39.1,1009,69.7,73,76,79,-1,-1,-1,-1,-1,-1,-1
"220919",25.7,66.4,1161,-2,84,89,91,23.2,46.2,1039,100,64,60,86,-1,-1,-1,25.8,67.9,1157,-2,86,89,93,23.8,50,1106,100,83,86,89,-1,-1,-1,80,80,80,-4,-1,-1,-1,25.5,64.9,1164,-2,83,89,89,39,50,65,22,43,60,25.6,66.3,1160,-2,85,90,91,27.6,86.7,1217,88.2,82,88,88,28.1,80.6,1267,-2,85,88,92,-1,-1,-1,-1,-1,-1,-1
"220920",20.8,29.8,970,40.3,39,50,58,17.8,0,805,52,23,29,50,31,46,45,20.8,27.4,946,47.1,38,50,59,19.3,25.9,905,32.9,31,43,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.6,32.8,1000,34.1,40,50,56,24,31,46,6,5,17,22.2,37.2,1010,39,43,55,62,-1,16.7,-1,75,17,43,33,-1,-1,-1,66.7,80,80,80,.,.,.,-1,-1,-1,-1
"221801",17.3,9.9,913,10.1,26,40,45,.,-1,-1,4.3,8,7,35,19,33,38,17.4,10.7,894,12.5,27,37,49,16.6,7,838,11.2,22,35,40,.,.,.,-1,-1,-1,-1,14,30,28,17.1,8,949,7.1,25,43,40,17,32,37,-3,7,7,20.8,10.5,988,8.3,38,54,56,-1,-1,-1,18.2,13,25,50,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"221901",21,28.4,998,63.3,52,63,68,16.3,1.9,825,66.7,33,42,49,43,52,59,20.8,26.7,976,66.7,53,60,71,19.7,21,949,52.1,45,55,64,-1,-1,-1,-1,-1,-1,-1,-3,9,-3,21.3,30.6,1029,59.2,52,66,64,23,33,49,11,25,20,22.3,34.1,1044,68.1,60,71,73,26.2,62.5,1120,84.2,74,79,84,25,53.8,1083,92.9,77,85,79,.,.,.,-1,-1,-1,-1
"221904",21.6,34.3,-1,59.3,53,64,59,.,.,.,.,-1,-1,-1,40,52,48,21.4,23.8,-1,84,62,69,69,23,60,-1,38.5,53,67,60,.,.,.,.,-1,-1,-1,-1,-1,-1,22,50,-1,41.2,46,61,51,9,23,9,-3,9,-3,21,25,-1,62.2,53,64,58,.,.,.,.,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"221905",-1,22.2,954,75,62,62,69,.,.,.,.,-1,-1,-1,71,71,71,-1,0,948,83.3,67,67,83,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,66.7,57,57,57,-1,-1,-1,-1,-1,-1,-1,28.6,962,77.8,60,60,70,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"221911",22,33.3,960,82.3,48,62,68,.,.,.,.,-1,-1,-1,29,71,57,22.6,33.3,952,93.1,58,71,71,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,21.3,33.3,971,72.7,40,54,66,7,21,29,-3,-3,-3,21.8,32.7,967,83.1,50,63,69,.,.,.,-1,-1,-1,-1,.,-1,-1,-2,-1,-1,-1,.,.,.,.,-1,-1,-1
"221912",22.7,32.3,1036,75.6,65,83,77,-1,-1,-1,-1,-1,-1,-1,50,67,67,22.6,33.7,1044,84,68,78,83,22.9,19,983,100,46,73,56,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,22.8,30.4,1025,67,62,88,70,3,30,45,-3,29,38,22.7,37.1,1056,72.1,69,85,79,-1,14.3,985,87.5,50,75,75,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"222901",21.2,22.2,-1,69.2,38,62,54,.,.,.,.,-1,-1,-1,20,60,40,20,0,.,83.3,17,50,33,-1,-1,.,66.7,50,67,50,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57.1,57,71,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"223901",18.7,20.8,978,55.2,41,48,57,-1,-1,.,-1,-1,-1,-1,36,40,53,17.9,18.8,958,68.1,43,47,61,17.3,11.1,929,50,34,34,56,.,.,.,.,-1,-1,-1,-1,-1,-1,20.3,25,1014,40,39,49,52,6,8,33,9,8,9,21,33.3,1027,62.1,54,71,61,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"223902",19.2,9.1,-1,68.8,50,75,69,.,.,.,.,-1,-1,-1,45,73,64,18.9,0,.,100,50,63,88,-1,-1,-1,50,25,63,50,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,37.5,50,88,50,-1,-1,-1,-1,-1,-1,20.3,0,-1,87.5,75,88,88,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
