DISTRICT,DA0CA10R,DA0CC10R,DA0CS10R,DA0CT10R,DACRB10R,DACRM10R,DACRR10R,DB0CA10R,DB0CC10R,DB0CS10R,DB0CT10R,DBCRB10R,DBCRM10R,DBCRR10R,DECRB10R,DECRM10R,DECRR10R,DF0CA10R,DF0CC10R,DF0CS10R,DF0CT10R,DFCRB10R,DFCRM10R,DFCRR10R,DH0CA10R,DH0CC10R,DH0CS10R,DH0CT10R,DHCRB10R,DHCRM10R,DHCRR10R,DI0CA10R,DI0CC10R,DI0CS10R,DI0CT10R,DICRB10R,DICRM10R,DICRR10R,DLCRB10R,DLCRM10R,DLCRR10R,DM0CA10R,DM0CC10R,DM0CS10R,DM0CT10R,DMCRB10R,DMCRM10R,DMCRR10R,DRCRB10R,DRCRM10R,DRCRR10R,DSCRB10R,DSCRM10R,DSCRR10R,DW0CA10R,DW0CC10R,DW0CS10R,DW0CT10R,DWCRB10R,DWCRM10R,DWCRR10R,D20CA10R,D20CC10R,D20CS10R,D20CT10R,D2CRB10R,D2CRM10R,D2CRR10R,D30CA10R,D30CC10R,D30CS10R,D30CT10R,D3CRB10R,D3CRM10R,D3CRR10R,D40CA10R,D40CC10R,D40CS10R,D40CT10R,D4CRB10R,D4CRM10R,D4CRR10R
"122902",-1,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"123803",.,-1,-1,14.3,-3,-3,14,.,-1,-1,20,-3,-3,20,-3,-3,17,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-3,-3,-3,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"123805",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"123807",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"123905",22,21.6,995,72.9,59,75,69,.,-1,-1,-1,-1,-1,-1,54,72,65,22.6,19.2,966,71.2,60,68,74,-1,25,974,88.9,38,75,50,.,.,.,.,-1,-1,-1,-1,-1,-1,21.8,23.9,1025,74.7,59,82,65,32,48,50,43,48,48,21.8,22,998,71.2,60,76,70,.,.,.,.,-1,-1,-1,.,-1,-1,-2,-1,-1,-1,.,.,.,.,-1,-1,-1
"123907",16.1,3.7,814,48.1,32,46,50,15.3,1.5,778,63.3,25,39,48,31,45,50,17,4.2,802,59.6,36,47,56,18.7,3.4,868,21.5,34,47,47,.,.,.,-1,-1,-1,-1,-3,22,-3,14.9,2.7,834,36.7,28,46,43,16,29,36,-3,3,3,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,16.7,930,60,61,89,63,.,.,.,.,-1,-1,-1
"123908",21.7,22.2,966,68.5,59,67,73,.,-1,-1,-1,-1,-1,-1,33,39,60,21.6,18.4,927,73,63,67,78,-1,0,849,52.4,60,62,75,.,.,.,-1,-1,-1,-1,-1,-1,-1,21.9,26.8,1017,63.6,55,67,67,27,34,54,25,67,17,22.1,23.3,972,69.4,59,68,74,.,.,.,.,-1,-1,-1,-1,28.6,996,77.8,71,76,71,.,.,.,.,-1,-1,-1
"123910",17.8,13.1,881,69.9,40,60,54,16,4,813,71.9,31,52,46,32,54,46,18,11.1,874,75.9,43,61,57,16.4,7.3,903,47.4,38,62,49,.,-1,-1,-1,-1,-1,-1,7,67,6,17.4,16.4,892,62.2,38,59,50,33,54,47,-3,3,3,23.4,37.7,1041,72.3,68,80,79,-1,0,876,80,33,56,44,21.2,44.1,1033,94.4,69,86,74,.,.,.,-1,-1,-1,-1
"123913",-1,6.7,944,88.2,71,76,82,-1,-1,-1,-2,-1,-1,-1,86,86,86,-1,11.1,961,90,60,70,80,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,.,0,922,85.7,86,86,86,50,50,67,-1,-1,-1,-1,12.5,1035,72.7,64,73,73,.,.,.,.,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"123914",20.2,16,932,83.3,61,68,79,-1,0,945,85.7,71,71,86,60,60,80,20.7,15,915,85.7,67,73,87,-1,10,890,90.9,73,82,82,.,.,.,.,-1,-1,-1,-1,-1,-1,19.5,17.5,958,80,51,62,68,21,31,54,-1,-1,-1,20.3,18.1,935,82.2,58,66,78,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"124901",16.4,2,-1,-2,68,68,84,.,.,.,.,-1,-1,-1,62,62,84,17.1,3.8,-1,-2,68,68,88,16.4,2.1,-1,-2,69,69,85,-1,-1,.,-2,-1,-1,-1,-1,-1,-1,15.6,0,.,100,68,68,80,60,60,80,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"125901",17.4,6.9,1062,71.2,43,49,69,-1,-1,.,-1,-1,-1,-1,31,40,58,17.2,6.2,-1,71.7,40,41,73,17.3,6,1059,70.6,42,48,69,.,.,.,.,-1,-1,-1,-1,-1,-1,17.6,7.5,1028,70.9,45,56,66,6,13,38,-3,-3,8,19.7,11.1,-1,69.2,50,67,67,.,.,.,.,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,.,.,.,.,-1,-1,-1
"125902",17.9,5.7,-1,87.5,42,53,63,.,.,.,.,-1,-1,-1,37,48,59,17.8,5,.,90.9,43,52,70,17.6,3.3,-1,88.2,42,55,61,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,18.1,6.7,-1,83.3,40,55,55,6,17,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"125903",19.3,18.9,962,80.4,47,53,78,.,.,.,-1,-1,-1,-1,30,41,65,19.9,25.6,1008,92.9,53,55,93,18.5,11.4,-1,72.9,39,45,80,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,18.6,11.4,-1,70,41,52,64,19,25,73,-1,-1,-1,20.1,26.3,953,90.5,55,63,76,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"125905",16.4,6.9,-1,78.4,38,51,54,.,.,.,.,-1,-1,-1,29,38,48,16.1,0,-1,77.3,38,48,57,16,3.7,-1,79.4,36,47,53,.,.,.,.,-1,-1,-1,-1,-1,-1,16.9,16.7,-1,80,39,56,50,9,23,32,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"125906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"126901",19.2,16.1,970,40.3,45,56,61,-1,-1,-1,60,17,33,50,38,54,54,19.2,14.3,972,44.5,58,63,74,15.9,10,914,38.5,33,51,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.2,18.2,968,36.4,34,50,49,15,23,39,-3,-3,-3,21.2,16.4,978,40.1,50,59,65,.,-1,-1,20,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"126902",22.3,31.1,1016,52.2,60,69,74,19.8,9.1,777,68.8,41,47,82,47,59,64,22.6,30.5,1002,58.6,61,69,76,22.6,25.8,987,39.7,50,54,63,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,21.8,32,1035,45.1,59,69,72,32,44,55,-3,11,6,22.4,34,1031,53.2,62,72,75,-1,10,982,58.8,63,75,81,-1,-1,-1,80,40,60,60,.,.,.,.,-1,-1,-1
"126903",20.3,19.5,978,46.6,54,58,72,14.8,0,-1,88.9,29,20,29,39,44,62,20.4,17.9,973,44.8,52,55,77,19.3,17.5,945,36.4,41,45,68,.,.,.,-1,-1,-1,-1,-3,-3,-3,20.1,21.7,983,49.3,56,63,67,29,32,52,13,13,28,21.3,22,1005,50.2,63,68,76,-1,16.7,-1,66.7,50,60,60,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1
"126904",21.9,30.2,1041,67.1,73,83,83,-1,-1,-1,-1,-1,-1,-1,67,89,67,21.5,31,1001,67.4,71,80,85,.,-1,-1,25,57,71,71,.,.,.,-1,-1,-1,-1,-1,-1,-1,22.5,29.2,1087,66.7,75,86,81,50,50,63,-1,-1,-1,21.9,30.6,1063,74.2,76,83,86,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"126905",21.8,24.3,988,56.3,61,71,74,.,-1,-1,-1,-1,-1,-1,49,63,62,22,24.3,985,51.4,62,68,77,18.6,4.5,901,53.7,45,63,53,-1,-1,-1,40,-1,-1,-1,-1,-1,-1,21.6,24.3,992,62.2,59,73,71,34,45,54,17,17,13,22.3,25.9,1005,56.3,63,71,77,-1,40,-1,62.5,75,75,88,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"126906",20.9,16.7,890,62.5,61,62,80,.,-1,-1,-1,-1,-1,-1,56,54,78,21.1,13.6,869,68.8,48,50,74,20,12.5,942,61.5,59,57,77,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,25,947,50,86,86,93,15,21,54,-1,-1,-1,-1,37.5,901,66.7,58,67,75,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,.,-1,-1,80,60,60,-4
"126907",18.4,9.1,935,50,33,38,55,.,.,.,.,-1,-1,-1,19,31,35,18.8,14.3,944,70,29,33,50,.,-1,-1,20,20,40,20,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,0,922,33.3,37,41,59,-3,7,27,-1,-1,20,18.4,9.5,942,53.8,35,37,59,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"126908",18.5,23.5,1005,37.4,41,47,69,.,.,.,-1,-1,-1,-1,40,45,69,18,13,926,41.8,40,42,76,18.7,16.7,963,34.3,35,41,68,.,.,.,.,-1,-1,-1,-1,-1,-1,19.8,45.5,1151,30.6,42,53,59,20,29,57,-3,-3,-3,18.8,30,1055,40,46,48,71,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"126911",18.5,12.1,973,46.5,46,74,55,.,.,.,.,-1,-1,-1,44,77,50,-1,14.3,993,50,54,67,67,-1,-1,-1,21.4,38,85,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.4,10.5,959,44.2,42,78,48,5,36,19,-1,-1,-1,18.1,7.1,966,51.9,47,70,58,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"127901",21.8,33.3,1026,65.9,48,74,60,.,.,.,.,-1,-1,-1,53,73,67,21.5,23.1,953,65,48,71,62,-1,42.9,1078,77.8,25,58,46,.,.,.,.,-1,-1,-1,-1,-1,-1,22.3,42.9,1072,66.7,48,76,58,9,45,33,-1,-1,60,22.1,30,1010,62.5,56,79,65,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"127903",19.3,13.3,-1,53.6,58,80,60,-1,-1,-1,-1,-1,-1,-1,57,87,53,19.8,22.2,-1,69.2,67,67,69,18.1,0,.,61.5,50,77,50,.,.,.,.,-1,-1,-1,-1,-1,-1,18.7,0,.,40,50,92,50,30,64,36,-1,-1,-1,18,0,.,41.7,67,78,78,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"127904",20,6.9,891,72.5,50,66,64,.,.,.,.,-1,-1,-1,53,59,68,19.6,0,903,70.6,50,63,72,-1,-1,-1,60,-3,20,20,.,.,.,.,-1,-1,-1,-1,-1,-1,20.4,11.8,882,73.9,50,68,58,15,23,41,-1,-1,-1,20.3,8,909,71.4,58,73,70,.,.,.,.,-1,-1,-1,.,-1,-1,-2,-1,-1,-1,.,.,.,.,-1,-1,-1
"127905",19.2,16.7,-1,42.9,67,83,69,.,.,.,.,-1,-1,-1,67,83,67,-1,-1,.,37.5,83,-4,86,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,50,67,50,63,75,63,-1,-1,-1,19,20,-1,41.7,70,90,73,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"127906",19.5,17.9,-1,84.8,54,63,72,-1,-1,.,-2,-1,-1,-1,56,67,63,18.5,10,-1,-2,58,63,79,18.3,10,.,66.7,53,60,73,.,.,.,.,-1,-1,-1,-1,-1,-1,22.1,37.5,-1,53.3,50,63,65,15,23,50,-1,-1,-1,21.3,28.6,-1,93.3,63,75,76,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"128901",18,13.3,954,47.6,37,41,67,-1,-1,.,-2,-1,-1,-1,22,30,65,19.6,12.5,-1,28.6,25,28,71,16.2,11.1,-1,24.3,22,27,66,.,.,.,.,-1,-1,-1,-1,-1,-1,17.6,13.6,1036,62.9,45,52,64,-3,-3,35,-1,-1,-1,19.1,15,935,76.9,58,63,71,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"128902",17.8,12.5,916,48.5,31,38,46,.,.,.,-1,-1,-1,-1,24,26,38,-1,12.5,930,50,35,47,59,-1,10,875,43.5,27,29,38,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,12.5,-1,47.1,28,30,33,6,6,19,-1,-3,-1,-1,16.7,966,66.7,50,75,75,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"128903",15.9,9.1,-1,78.6,50,86,50,.,.,.,.,-1,-1,-1,40,90,40,17.2,20,-1,83.3,83,-4,83,15.1,11.1,-1,81.8,45,91,45,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,0,-1,75,25,75,25,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"128904",22.1,29.4,-1,94.4,89,94,89,.,.,.,.,-1,-1,-1,-1,-1,-1,21.7,28.6,-1,100,-4,-4,-4,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,22.4,30,-1,90.9,82,91,82,-1,-1,-1,-1,-1,-1,22.3,33.3,-1,100,93,-4,93,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"129901",21.6,29.1,991,55.5,67,77,81,-1,16.7,-1,60,50,75,63,61,75,75,21.4,23.4,960,56.6,65,72,81,.,16.7,948,50,55,64,73,.,.,.,-1,-1,-1,-1,-1,-1,-1,21.9,35.9,1027,54.2,70,83,80,41,50,68,-3,17,33,21.9,31,994,55.9,71,81,83,-1,-1,-1,40,40,40,80,.,-1,-1,-2,-1,-1,-1,.,.,.,.,-1,-1,-1
"129902",22.1,29.2,1006,59,53,63,71,17.6,15.2,916,61.1,31,46,56,39,46,60,21.7,27.4,1001,58.6,53,59,77,22.3,26.9,985,50,54,58,73,.,-1,-1,33.3,60,60,-4,-1,-1,-1,22.6,30.9,1012,59.5,53,66,67,21,31,53,-3,4,16,23.1,31.4,1023,61.2,57,67,74,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"129903",19.8,10.3,921,48.3,52,59,74,.,0,710,55.6,25,25,44,42,52,62,20.8,4.9,907,45.1,52,57,74,-1,0,911,33.9,45,56,64,.,.,.,-1,-1,-1,-1,-1,-1,-1,18.7,15.2,933,51.7,53,62,74,26,40,51,-3,-3,22,20,15.3,939,56.7,58,64,82,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"129904",20.3,16.7,929,48,43,50,67,-1,0,-1,100,60,60,-4,46,57,58,20.2,16.1,907,62,45,51,78,-1,0,847,60,36,43,57,.,.,.,.,-1,-1,-1,-1,-1,-1,20.4,17.6,979,34,40,49,57,37,43,64,-1,-1,-3,21.7,24.2,977,43.4,44,52,68,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"129905",21.8,31.5,990,56.5,74,80,83,.,.,.,-1,-1,-1,-1,67,77,78,22.8,35.2,992,56.8,71,73,88,19,22.2,1002,60,79,93,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.6,27.8,988,56.3,76,87,78,48,59,65,22,33,24,22.2,35.2,994,54.5,72,78,83,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,.,.,.,.,-1,-1,-1
"129906",20.2,16,910,51.5,49,58,70,18,8.1,828,66.1,34,46,65,37,48,57,20,12.2,910,48,47,53,75,21.3,8.3,911,25.5,41,50,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.5,19.6,909,55.4,52,64,64,22,32,54,-3,-3,14,22.1,24.4,965,52.9,64,69,80,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"129910",21.1,15.4,973,46.4,46,52,66,-1,-1,-1,-1,-1,-1,-1,40,53,60,19.6,0,931,50,39,43,59,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,22.1,36.4,1027,42.3,54,62,74,20,24,40,-1,-1,-1,20.9,18.2,978,45.8,49,55,65,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"130801",.,0,698,83.3,-1,-3,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,.,-1,-1,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"130901",23.8,46.7,1085,76.5,76,84,85,.,.,.,-1,-1,-1,-1,61,71,72,24.5,49.4,1089,75,79,84,89,23,33.9,1041,61.5,73,81,84,-1,-1,-1,-2,60,60,60,-1,-1,-1,23.1,44.1,1080,78,73,83,81,29,51,51,11,50,30,23.9,49,1094,80.4,77,85,86,-1,69.2,1146,76.5,75,88,76,.,-1,-1,60,40,60,60,.,.,.,.,-1,-1,-1
"130902",19.6,22.4,988,77.8,54,77,59,.,.,.,.,-1,-1,-1,25,57,35,21,22.2,994,75,56,80,63,19.6,13.3,930,60,48,72,57,.,.,.,.,-1,-1,-1,-1,-1,-1,17.2,22.7,982,81.5,52,73,55,29,59,41,14,57,14,19.4,27.3,1012,86.8,58,80,61,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"131001",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"132902",23.1,57.1,.,87.5,88,-4,88,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,80,-1,-1,-1,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23.1,57.1,.,100,88,-4,88,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"133901",18.9,23.5,927,39.5,33,41,62,.,-1,-1,-1,-1,-1,-1,17,17,56,17.6,20,912,58.8,31,36,62,.,-1,-1,20,17,17,50,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,28.6,950,26.9,35,43,63,27,27,53,-1,-1,-1,18.9,30.8,975,50,45,57,70,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"133902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"133903",23,33.9,1008,58.5,62,71,75,.,-1,-1,25,43,57,57,46,60,64,23.1,32,985,62.4,63,67,79,-1,8.6,899,32.4,38,55,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22.7,36.3,1037,54.1,60,74,69,46,60,65,20,20,67,23.3,38.8,1031,74,73,78,84,-1,-1,-1,57.1,80,80,67,-1,80,1126,100,-4,-4,-4,.,.,.,-1,-1,-1,-1
"133904",19,13.2,968,53,42,54,62,.,-1,-1,-1,-1,-1,-1,23,42,43,18.8,13.8,981,61.7,56,60,77,16.3,0,897,51.3,20,42,34,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.1,12.5,954,45.3,29,49,48,15,31,35,-1,-1,-1,20.9,24.1,1025,52.7,57,61,82,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"133905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"134901",19.2,20,890,81.4,36,42,72,.,.,.,.,-1,-1,-1,20,38,67,18.6,13,839,100,35,39,79,18.3,10.5,863,86.4,29,38,64,.,.,.,.,-1,-1,-1,-1,-1,-1,20.7,33.3,973,60,37,45,63,7,14,57,-1,-1,-1,20.1,31.3,919,76.2,43,45,81,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"135001",22.3,42.9,-1,70,67,78,60,.,.,.,.,-1,-1,-1,-1,-1,-1,22.3,42.9,-1,100,86,-4,86,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,20,-1,-1,-1,22.3,42.9,-1,70,67,78,60,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"136901",20.2,20.6,997,75.6,53,67,67,.,.,.,.,-1,-1,-1,39,56,56,18.8,10.5,900,82.6,50,64,68,19.4,9.1,932,73.3,41,62,59,.,.,.,.,-1,-1,-1,-1,-1,-1,21.3,33.3,1122,68.2,57,71,67,13,31,31,-1,-1,-1,22.6,41.7,1081,80,79,79,86,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"137901",19.4,18.2,919,62.9,48,52,80,-1,-1,.,80,25,25,50,40,47,72,19.3,17.7,879,72.5,46,50,85,18.5,11.2,871,58.3,44,50,79,.,.,.,.,-1,-1,-1,-1,-1,-1,19.6,18.9,984,52.5,51,55,75,9,12,62,-3,-3,8,23.3,38.5,1008,81.3,70,69,91,.,.,.,.,-1,-1,-1,-1,-1,-1,80,-1,-1,-1,.,.,.,.,-1,-1,-1
"137902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"137903",18,13.9,898,85.7,39,56,49,.,.,.,.,-1,-1,-1,23,36,32,17.2,5.3,875,100,53,59,65,15.7,0,769,91.3,14,36,18,.,.,.,.,-1,-1,-1,-1,-1,-1,19.2,23.5,924,73.9,29,54,38,11,26,21,-1,-1,-1,22.4,33.3,1038,78.9,68,79,84,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"137904",18.7,13.2,-1,90.5,50,71,68,-1,-1,.,-1,-1,-1,-1,29,54,58,19.5,19,-1,91.3,52,72,68,18,10.7,-1,93.3,44,66,63,.,.,.,.,-1,-1,-1,-1,-1,-1,17.6,5.9,-1,89.5,47,70,68,-3,9,45,-1,-1,-1,20.8,25,-1,80,60,82,80,.,.,.,.,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"138902",19.8,30,-1,58.8,47,53,65,-1,-1,.,-1,-1,-1,-1,42,50,58,18.4,20,.,50,40,50,60,-1,-1,.,33.3,33,44,44,.,.,.,.,-1,-1,-1,-1,-1,-1,21.2,40,-1,71.4,57,57,71,27,27,55,-1,-1,-1,23.4,60,-1,83.3,83,83,83,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"138903",16.3,6.3,.,59.3,38,48,63,14.4,0,.,83.3,20,20,60,41,50,59,15.9,0,.,63.2,35,47,65,-1,-1,.,40,25,44,63,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,50,43,50,57,15,29,46,-1,-1,-1,18.3,16.7,.,66.7,67,78,78,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"138904",21.5,25,.,72.7,70,90,70,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,80,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,66.7,50,83,50,-1,-1,-1,-1,-1,-1,22.3,28.6,.,77.8,75,-4,75,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"139905",22.2,42.2,.,72.6,66,74,81,-1,-1,.,-1,-1,-1,-1,77,86,86,22.4,36.4,.,71,57,60,81,.,.,.,.,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,22.1,47.8,.,74.2,74,87,82,27,27,77,-1,-1,-1,22.1,40.5,.,72.4,63,72,80,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
