DISTRICT,DA0CA08R,DA0CC08R,DA0CS08R,DA0CT08R,DACRB08R,DACRM08R,DACRR08R,DB0CA08R,DB0CC08R,DB0CS08R,DB0CT08R,DBCRB08R,DBCRM08R,DBCRR08R,DECRB08R,DECRM08R,DECRR08R,DF0CA08R,DF0CC08R,DF0CS08R,DF0CT08R,DFCRB08R,DFCRM08R,DFCRR08R,DH0CA08R,DH0CC08R,DH0CS08R,DH0CT08R,DHCRB08R,DHCRM08R,DHCRR08R,DI0CA08R,DI0CC08R,DI0CS08R,DI0CT08R,DICRB08R,DICRM08R,DICRR08R,DLCRB08R,DLCRM08R,DLCRR08R,DM0CA08R,DM0CC08R,DM0CS08R,DM0CT08R,DMCRB08R,DMCRM08R,DMCRR08R,DP0CA08R,DP0CC08R,DP0CS08R,DP0CT08R,DPCRB08R,DPCRM08R,DPCRR08R,DRCRB08R,DRCRM08R,DRCRR08R,DSCRB08R,DSCRM08R,DSCRR08R,DW0CA08R,DW0CC08R,DW0CS08R,DW0CT08R,DWCRB08R,DWCRM08R,DWCRR08R
"110902",19.8,23.4,1009,40.8,34,53,55,-1,-1,-1,33.3,14,14,63,27,40,57,20.2,21.9,1029,36.4,37,49,58,18.2,21.1,966,23.2,25,44,46,.,.,.,.,-1,-1,-1,-1,-1,-1,19.3,25,992,46.4,31,58,52,-1,-1,-1,-1,-1,-1,-1,8,15,41,-3,20,17,21,27.5,1037,62.5,47,67,65
"110905",22.8,30.8,1017,72.2,72,72,94,.,.,.,.,-1,-1,-1,50,50,83,23.1,42.9,1016,87.5,75,75,-4,-1,-1,-1,57.1,57,57,86,.,.,.,-1,-1,-1,-1,-1,-1,-1,22.3,16.7,1018,60,70,70,90,.,.,.,.,-1,-1,-1,43,43,86,-1,-1,-1,23.8,44.4,1036,90,80,80,-4
"110906",20.3,19,930,84,54,69,54,.,.,.,.,-1,-1,-1,43,43,43,19.7,22.2,-1,81.8,36,45,36,17.3,0,-1,75,13,25,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.8,16.7,898,85.7,67,87,67,.,.,.,.,-1,-1,-1,-3,17,-3,-1,-1,-1,21.5,28.6,976,87.5,71,88,71
"110907",21.8,16.7,973,70.6,59,86,62,.,.,.,.,-1,-1,-1,67,83,67,-1,15.4,993,72.2,69,81,75,-1,12.5,911,53.3,50,83,50,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,18.2,945,68.8,46,92,46,.,.,.,.,-1,-1,-1,63,75,63,-1,-1,-1,21.7,18.8,1008,84.2,65,88,71
"110908",20.2,30,-1,100,70,80,80,.,.,.,.,-1,-1,-1,67,83,67,21.9,37.5,-1,-2,86,86,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.4,28.6,-1,-2,67,67,83
"111901",21.4,28.3,985,62,41,59,55,-1,-1,-1,-1,-1,-1,-1,27,35,43,21.2,24.6,971,63.4,41,53,57,23.4,37.5,1023,39,36,57,44,.,-1,-1,-1,-1,-1,-1,-3,30,10,21.6,33,1003,60.2,42,67,53,.,-1,-1,-1,-1,-1,-1,12,33,28,-3,9,14,21.3,27.6,982,64.6,42,60,56
"111902",-1,-1,-1,28.6,14,43,50,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,0,-3,20,40,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,44.4,22,56,56,.,.,.,.,-1,-1,-1,-3,-3,71,-1,-1,-1,-1,-1,-1,28.6,14,43,50
"111903",20.8,25.9,-1,77.1,41,40,68,.,.,.,.,-1,-1,-1,50,50,63,20.3,21.1,-1,100,40,40,80,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,22,37.5,.,50,43,40,50,.,.,.,.,-1,-1,-1,-3,-3,27,-1,-1,-1,20.8,25.9,-1,79.4,42,41,67
"112901",20.2,27.6,1027,55.1,42,55,58,16.9,0,-1,66.7,16,37,37,17,38,39,20.3,21.8,988,57.3,42,55,63,17.7,0,-1,21.4,12,31,35,.,.,.,.,-1,-1,-1,-1,-1,-1,20,34.9,1073,52.4,41,56,53,.,-1,-1,-1,-1,-1,-1,21,37,44,-1,-1,-1,21.2,34.6,1035,59.5,52,64,67
"112905",20.2,30,-1,55.6,47,53,71,.,.,.,.,-1,-1,-1,33,44,67,18.2,14.3,-1,70,40,40,80,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,37.5,57,71,57,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,33.3,-1,56.3,53,60,67
"112906",20,10,-1,62.5,31,53,71,-1,-1,-1,-1,-1,-1,-1,10,40,60,19.6,12.5,-1,66.7,36,55,83,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,50,40,.,.,.,.,-1,-1,-1,-1,20,-1,-1,-1,-1,19.8,12.5,-1,72.7,33,54,77
"112907",20,11.1,-1,64.3,36,50,64,.,.,.,.,-1,-1,-1,60,60,80,20.7,16.7,-1,75,38,38,88,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,50,33,67,33,.,.,.,.,-1,-1,-1,17,17,50,-1,-1,-1,20,11.1,-1,69.2,38,54,62
"112908",18.1,5.4,906,62.7,26,46,41,-1,-1,.,-1,-1,-1,-1,19,41,33,18.6,7.4,900,75,23,38,44,15.7,0,-1,63.2,17,44,33,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,16.9,0,-1,43.5,32,59,36,.,.,.,.,-1,-1,-1,14,27,27,-1,-1,-1,19.8,8.7,914,62.2,33,50,44
"112909",19.7,28.6,-1,50,38,62,57,.,.,.,.,-1,-1,-1,33,83,50,-1,20,-1,62.5,43,43,75,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,33.3,33,83,33,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,-1,45.5,50,70,64
"112910",18.4,22.2,-1,69.2,7,29,29,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,16.7,-1,100,-3,14,29,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,42.9,14,43,29,.,-1,-1,-1,-1,-1,-1,-3,17,-3,-1,-1,-1,18.4,12.5,-1,72.7,8,33,25
"113901",-1,8.1,918,60.7,47,65,54,-1,0,807,48.6,30,45,35,36,55,43,.,5.9,885,53.1,48,63,59,.,0,929,70,44,70,67,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,10,949,69,46,67,48,.,-1,-1,-1,-1,-1,-1,9,25,27,-1,-1,-1,.,25,1036,80,80,-4,80
"113902",20.6,25,952,38.7,39,64,43,-1,-1,.,14.3,14,29,29,13,38,25,-1,20,-1,31.3,29,57,29,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,20.6,28.6,-1,46.7,50,71,57,.,.,.,.,-1,-1,-1,17,50,25,-1,-1,-1,21,27.3,952,47.8,50,80,50
"113903",20.4,10.5,934,79.2,44,58,64,.,.,.,-1,-1,-1,-1,29,38,57,21.9,12.5,973,57.1,43,50,71,-1,-1,-1,-2,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,19.3,9.1,-1,-2,45,67,55,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,21.3,13.3,953,71.4,45,64,64
"113905",18.7,9.1,852,91.7,45,58,76,-1,-1,-1,-2,-1,-1,-1,20,20,80,18.1,4.3,831,88.5,43,48,83,.,.,.,-1,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-1,-1,19.8,20,917,100,50,80,60,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,18.8,10,863,90.9,48,61,74
"113906",18.5,7.7,877,81.3,27,33,80,-1,-1,-1,-1,-1,-1,-1,20,30,80,-1,12.5,886,88.9,22,22,89,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,17,0,-1,71.4,33,50,67,.,.,.,.,-1,-1,-1,-3,13,63,-1,-1,-1,18.5,10,884,76.9,25,25,92
"114901",20.3,28.4,1120,52.7,45,61,57,-1,-1,.,50,-3,13,13,29,47,37,20,23.1,1093,55.9,48,57,63,18.5,16,-1,32.5,31,52,46,.,.,.,.,-1,-1,-1,-1,-1,-1,20.7,36.1,1158,48.6,42,65,49,-1,-1,-1,-1,-1,-1,-1,15,30,25,20,20,33,21.4,34.5,1098,71.6,62,73,70
"114902",23.8,52.9,-1,33.3,36,49,50,.,.,.,.,-1,-1,-1,33,38,58,20.8,22.2,-1,30,24,44,42,-1,-1,.,5.6,19,38,28,.,.,.,.,-1,-1,-1,-1,-1,-1,27.3,87.5,-1,38.1,50,55,59,.,.,.,.,-1,-1,-1,-3,6,24,-1,-1,-1,23.9,56.3,-1,48.5,45,55,63
"114904",20,26.1,.,62.2,55,65,79,.,.,.,.,-1,-1,-1,-1,-1,-1,21.4,38.5,.,68.4,59,59,94,-1,-1,.,60,40,40,80,.,.,.,.,-1,-1,-1,-1,-1,-1,18.2,10,.,55.6,50,71,63,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.4,30,.,64.5,56,68,78
"115901",16.1,5.9,813,54.8,21,39,45,.,.,.,.,-1,-1,-1,22,41,46,-1,12.5,800,50,23,31,57,16.1,0,788,51.7,15,35,41,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,16.2,0,832,60,20,47,33,.,.,.,.,-1,-1,-1,11,26,35,-1,-1,-1,.,-1,-1,-1,-1,-1,-1
"115902",13.9,0,-1,-2,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,14.3,0,-1,-2,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,-2,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-2,-1,-1,-1
"115903",-1,-1,.,57.1,60,60,80,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1
"116801",-1,-1,-1,60,20,33,20,.,.,.,.,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,40,-1
"116901",21.1,29.3,996,53.9,55,64,74,-1,-1,-1,-1,-1,-1,-1,55,62,80,22.3,53.3,1104,46.9,52,59,79,18.4,20,-1,62.5,63,63,75,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.2,15.4,945,59.1,57,68,71,.,.,.,.,-1,-1,-1,23,31,54,-1,-1,-1,21.9,33.3,1008,52.4,53,65,75
"116902",19.2,8.3,941,48,48,68,70,.,.,.,.,-1,-1,-1,33,58,77,-1,-1,-1,33.3,33,50,58,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,0,932,61.5,62,85,80,.,.,.,.,-1,-1,-1,43,57,67,-1,-1,-1,19.2,8.3,941,52.2,48,70,71
"116903",20.3,24.1,994,56.8,41,52,66,18.4,0,-1,57.9,35,35,57,32,43,58,19.7,22.2,965,66.7,39,43,71,-1,20,-1,62.5,25,25,56,.,.,.,-1,-1,-1,-1,-1,-1,-1,21.3,27.8,1086,43.9,45,63,59,-1,-1,.,-1,-1,-1,-1,23,32,48,-1,-1,-1,20.5,29.7,1036,56.9,44,59,69
"116905",19.4,22.8,972,45.2,37,56,48,17.6,9.5,891,40.4,18,36,32,16,43,25,20.6,24.2,963,47.7,39,53,54,16.4,7.1,918,24.1,23,50,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17.9,21.2,986,42.6,34,60,41,-1,-1,-1,-1,-1,-1,-1,12,35,25,-1,-1,-3,20.5,27,985,54.8,47,64,60
"116906",21.1,27.3,1051,56.9,53,79,67,-1,-1,-1,-1,-1,-1,-1,40,60,60,21.1,16.7,1014,54.5,50,73,73,-1,-1,.,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,21,33.3,1061,58.3,54,83,63,.,.,.,.,-1,-1,-1,7,53,33,-1,-1,-1,21.8,29,1070,58.5,56,85,67
"116908",20.7,23.2,989,39.4,28,41,54,.,.,.,.,-1,-1,-1,27,41,57,19.3,11.1,970,36,28,35,66,-1,-1,-1,44.4,33,67,56,.,.,.,-1,-1,-1,-1,-1,-1,-1,22.7,34.5,1004,43.3,28,47,43,.,-1,-1,-2,-1,-1,-1,5,16,42,-1,-1,-3,20.3,20,986,37.9,28,39,54
"116909",21.1,15.8,899,54.3,38,54,53,-1,-1,-1,-1,-1,-1,-1,40,56,67,21.7,25,934,70.6,47,59,71,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,20.4,0,-1,38.9,29,50,35,.,.,.,.,-1,-1,-1,13,11,25,-1,-1,-1,21.6,18.8,921,55.2,41,55,59
"116910",20.3,9.1,940,64.7,44,47,75,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,0,-1,60,56,50,-4,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,20,-1,71.4,29,43,43,.,.,.,.,-1,-1,-1,29,29,71,-1,-1,-1,20,11.1,-1,60,43,47,71
"116915",19.4,12.5,980,51.6,38,47,72,.,.,.,.,-1,-1,-1,40,40,70,-1,16.7,981,60,45,45,80,-1,-1,-1,66.7,38,38,50,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36.4,25,50,58,.,.,.,-1,-1,-1,-1,13,38,50,-1,-1,-1,-1,16.7,1004,52.2,36,50,77
"116916",19.6,23.3,914,93.8,45,64,48,.,.,.,.,-1,-1,-1,38,50,38,19.5,25,913,-2,47,53,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.7,21.4,916,82.4,44,72,44,.,.,.,.,-1,-1,-1,17,33,17,-1,-1,-1,19.7,23.1,942,92.9,45,66,48
"117901",21.7,30.7,1095,51,41,56,53,-1,-1,.,-2,-1,-1,-1,24,36,30,21.7,29.8,1106,57.3,44,58,56,20.4,14.3,-1,42.4,30,47,39,.,.,.,.,-1,-1,-1,-1,-1,-1,21.6,32.1,1088,43.1,38,54,50,-1,-1,.,-1,-1,-1,-1,9,23,18,-1,-1,-1,22.1,34.5,1084,51.8,44,59,56
"117903",19.1,7.1,-1,66.7,38,44,61,.,.,.,.,-1,-1,-1,-1,-1,-1,18.5,0,.,78.9,35,33,72,-1,-1,.,50,67,67,-4,.,.,.,.,-1,-1,-1,-1,-1,-1,19.7,15.4,-1,56.5,41,52,52,.,.,.,.,-1,-1,-1,-3,-3,-3,-1,-1,-1,19,8,-1,69.4,33,40,54
"117904",19.9,17.6,922,73.9,41,48,49,.,.,.,.,-1,-1,-1,27,27,33,20,15.8,959,73.1,40,40,52,20.4,20,-1,100,50,50,67,-1,-1,-1,-1,-1,-1,20,-1,-1,-1,19.7,20,818,75,42,58,45,.,.,.,.,-1,-1,-1,-3,7,20,-1,-1,-1,19.9,18.5,939,73,41,47,50
"117907",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"118902",19,10,998,66.7,38,59,52,-1,-1,.,-2,-1,-1,-1,50,75,63,20.4,22.2,-1,69.2,64,73,73,19.6,20,-1,71.4,60,80,80,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,17.9,0,-1,64.7,22,50,39,.,.,.,.,-1,-1,-1,21,43,29,-1,-1,-1,20.1,9.1,-1,55,35,60,45
"119901",21.4,16.7,-1,46.2,46,54,54,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,57.1,57,57,71,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,33.3,33,50,33,.,.,.,.,-1,-1,-1,20,20,40,-1,-1,-1,21.4,16.7,-1,46.2,46,54,54
"119902",21.3,11.4,940,56.5,38,57,59,.,.,.,.,-1,-1,-1,17,50,50,22.1,10.5,934,57.6,37,50,68,-1,-1,-1,50,33,50,50,.,.,.,.,-1,-1,-1,-1,-1,-1,20.8,12.5,951,55.2,38,65,48,-1,-1,.,-2,-1,-1,-1,7,21,47,-1,-1,-1,21.7,12.9,941,55.4,38,58,60
"119903",-1,18.2,951,44,36,36,56,.,.,.,.,-1,-1,-1,25,25,38,-1,0,-1,55.6,44,44,78,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,33.3,1007,37.5,31,31,44,.,.,.,.,-1,-1,-1,17,17,17,-1,-1,-1,-1,20,974,45.5,41,41,64
"120901",19.2,19,1018,66.7,40,59,46,-1,-1,.,11.1,-3,-3,11,17,28,32,19.2,23.1,1034,70.9,45,64,55,15.9,0,-1,47.6,19,29,38,.,.,.,.,-1,-1,-1,-1,-1,-1,19.3,10.5,970,59.4,29,52,31,.,-1,-1,-2,-1,-1,-1,-3,-3,6,-1,-1,-1,20.1,23.9,1025,80.7,54,80,54
"120902",19.3,16,1084,83.3,40,60,55,.,.,.,.,-1,-1,-1,-3,25,38,19.2,9.1,.,91.7,25,50,46,15.7,0,.,75,13,25,38,.,.,.,.,-1,-1,-1,-1,-1,-1,19.4,21.4,1084,77.8,50,67,61,.,.,.,.,-1,-1,-1,-3,29,25,-1,-1,-1,20.9,21.1,1084,86.4,50,73,61
"120905",21.6,28.6,1022,68.9,61,72,72,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,21,25,987,77.8,58,69,69,-1,-1,-1,20,40,40,60,.,.,.,.,-1,-1,-1,-1,-1,-1,23.1,35.7,1084,56,64,76,76,.,.,.,.,-1,-1,-1,24,29,57,-1,-1,-1,21.7,30.8,1024,72.2,63,76,74
"121902",-1,50,1026,42.9,54,54,50,.,.,.,.,-1,-1,-1,60,60,50,-1,-1,-1,50,60,60,50,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,.,-1,-1,37.5,50,50,50,.,-1,-1,-1,-1,-1,-1,-1,-1,40,-1,-1,-1,-1,60,-1,38.5,50,50,46
"121903",18.9,10,896,68.5,33,43,57,15.8,0,-1,-2,-1,-1,-1,38,38,62,19.8,13,920,67.6,39,45,74,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,18.1,7.4,866,69.2,29,40,43,.,.,.,.,-1,-1,-1,5,10,29,-1,-1,-3,19.5,11.4,906,64.7,33,43,55
"121904",19.9,18.9,986,69.9,45,57,58,17.4,0,888,82.5,36,51,44,35,47,54,18.5,7.5,938,76.9,31,42,52,-1,-1,-1,44.4,33,56,56,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.8,27.3,1006,65.5,53,66,61,-1,-1,-1,-1,-1,-1,-1,25,38,43,-1,-1,-1,21.3,26.8,1010,65.9,49,59,63
"121905",19.7,14,.,62.5,34,38,61,16.7,0,.,56.3,20,27,47,36,35,61,19.7,9.7,.,68.9,44,48,70,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,19.6,21.1,.,54.3,22,27,51,.,.,.,.,-1,-1,-1,14,16,45,-1,-1,-1,20.4,17.5,.,64.5,37,41,65
"121906",-1,11.1,851,75,42,58,50,.,.,.,.,-1,-1,-1,-1,-1,-1,.,0,821,100,43,57,57,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,18.2,871,64.7,41,59,47,.,.,.,.,-1,-1,-1,14,29,29,-1,-1,-1,-1,11.1,851,75,42,58,50
"122901",20.5,32.5,1051,-2,43,51,48,.,-1,-1,-2,-1,-1,-1,48,54,54,20.4,29.4,1041,-2,39,47,50,-1,0,-1,62.5,25,38,25,.,.,.,.,-1,-1,-1,-1,-1,-1,20.6,34.8,1058,-2,46,54,46,.,-1,-1,-2,-1,-1,-1,39,47,43,47,53,44,21.4,36.4,1058,-2,47,54,53
"122902",.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1
"123801",.,-1,-1,-2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-2,.,.,.
"123803",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"123804",.,0,685,20,-3,6,6,.,0,696,18.5,-3,6,7,-3,7,-3,.,0,648,24.3,-3,8,8,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,.,-1,-1,13,-3,-3,-3,.,-1,-1,-1,-1,-1,-1,-3,8,-3,-1,-1,-1,.,.,.,-1,-1,-1,-1
"123805",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"123806",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"123905",20.7,22.2,982,67.9,51,65,68,-1,-1,-1,60,-3,20,-3,41,63,54,20.9,18.1,959,79.7,49,59,73,.,16.7,943,63.2,33,44,67,.,.,.,.,-1,-1,-1,-1,-1,-1,20.5,27.4,1010,57,52,71,64,-1,13.3,974,93.8,53,80,67,20,34,53,-3,-3,-3,21.1,24.1,990,66.5,53,67,70
"123907",16.7,6.4,813,-2,26,42,44,15.8,3.8,761,-2,19,36,38,27,46,47,17.2,4,804,-2,29,45,50,18.4,9.1,894,-2,30,47,47,.,.,.,.,-1,-1,-1,-1,-1,-1,16.3,9.9,825,-2,21,39,37,-1,13.3,883,-2,40,60,57,7,22,24,-3,-3,-3,.,-1,-1,-2,29,29,71
"123908",20.9,24.1,983,77.1,51,69,62,.,-1,-1,-1,-1,-1,-1,53,71,68,21.9,17.3,950,82.1,48,63,63,.,12.5,861,72.7,40,70,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.9,32.6,1023,71.8,56,75,61,-1,12.5,934,88.9,47,65,47,20,41,40,-1,-1,43,21.3,25.9,997,76.2,53,69,64
"123910",17.8,15.4,900,64,29,43,42,15.7,2.2,813,59.9,17,31,32,18,31,30,18.2,12.7,888,68.5,29,41,44,-1,14.3,928,40.7,27,39,37,-1,-1,-1,-1,-1,-1,-1,4,12,8,17.4,19.3,916,58.7,28,46,39,18.6,32.1,1039,80,70,85,73,10,21,24,-3,4,4,21.2,39.3,1041,80.3,55,70,65
"123913",22.4,15.8,928,82.6,50,64,64,-1,-1,-1,-1,-1,-1,-1,50,50,83,-1,20,896,83.3,64,64,82,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,11.1,964,81.8,36,64,45,.,.,.,.,-1,-1,-1,38,38,63,-1,-1,-1,-1,20,935,83.3,53,71,59
"123914",21,15,933,71.4,29,50,42,-1,-1,-1,66.7,33,50,50,31,69,46,20.5,14,917,79.4,37,51,51,-1,-1,-1,66.7,17,33,17,.,.,.,.,-1,-1,-1,-1,-1,-1,22.7,16.7,958,61.2,20,48,32,.,.,.,-1,-1,-1,-1,6,20,30,-1,-1,-1,21.1,13.9,930,72.7,30,50,44
"124901",16.1,1.9,-1,91.4,45,57,59,.,.,.,.,-1,-1,-1,38,50,55,16.1,3.1,.,86.5,41,49,59,16.1,1.9,-1,91.2,44,56,58,.,.,.,.,-1,-1,-1,-1,-1,-1,16,0,-1,100,52,71,57,.,.,.,.,-1,-1,-1,25,39,42,-1,-1,-1,-1,-1,.,-1,-1,-1,-1
"125901",18.6,11.2,1065,83.2,43,50,71,.,.,.,.,-1,-1,-1,32,41,61,18.6,7.5,1033,82.9,43,50,75,18.3,10.3,1044,79.8,40,48,69,.,.,.,-1,-1,-1,-1,-1,-1,-1,18.5,16.9,1113,83.5,42,50,64,-1,-1,-1,-2,-1,-1,-1,12,21,52,-3,10,22,19.8,13.8,1085,100,59,62,76
"125902",17.6,12,878,73.5,29,38,50,-1,-1,-1,-1,-1,-1,-1,13,13,38,17.1,9.1,-1,61.1,25,25,56,17.7,14.3,-1,67.7,29,39,48,.,.,.,.,-1,-1,-1,-1,-1,-1,18,14.3,-1,87.5,33,50,44,.,.,.,.,-1,-1,-1,-3,-3,20,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1
"125903",19.7,19.2,1012,76,43,46,66,.,.,.,.,-1,-1,-1,32,33,55,19.5,14,-1,75.4,40,39,67,18.3,7.7,.,60.5,29,27,63,.,.,.,.,-1,-1,-1,-1,-1,-1,20,26.7,-1,76.9,47,56,63,-1,-1,.,-1,-1,-1,-1,7,11,43,-1,-1,-1,20.3,23.9,1012,88.5,54,60,67
"125905",18.1,5.9,968,87.2,38,46,69,.,.,.,.,-1,-1,-1,39,43,74,19.4,14.3,-1,93.3,60,60,87,18,3.3,968,85.7,37,43,71,.,.,.,.,-1,-1,-1,-1,-1,-1,17.2,0,-1,83.3,25,38,58,.,.,.,.,-1,-1,-1,9,9,55,-1,-1,-1,-1,-1,.,-1,-1,-1,-1
"125906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"126901",22.1,23.7,1014,41.1,46,55,66,.,0,850,45.5,38,38,63,39,53,66,21.7,20.7,999,35.8,52,57,76,-1,0,925,28.6,30,55,50,.,.,.,.,-1,-1,-1,-1,-1,-1,22.3,25.5,1024,45.2,40,54,58,.,-1,-1,-1,-1,-1,-1,19,27,49,-1,-1,-1,22.8,29.5,1038,42.4,48,56,68
"126902",22.1,32.8,1025,52.5,49,63,63,-1,-1,-1,12.5,29,29,50,35,51,42,22.1,30.4,1017,57.7,48,59,66,-1,20.7,963,50.9,37,50,51,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,22.1,35.7,1035,47.3,50,67,61,-1,-1,-1,42.9,40,40,40,20,33,45,-3,-3,11,22.2,34.7,1038,53.1,51,66,66
